0.05,4.00,0.24967951,0.00004599,0.50064957,0.00002450,0.75032907,0.00005972
0.10,4.00,0.24871936,0.00003773,0.50260658,0.00002142,0.75132594,0.00004753
0.20,4.00,0.24477113,0.00003797,0.51063004,0.00002994,0.75540117,0.00005204
0.30,4.00,0.23777361,0.00004355,0.52576301,0.00004859,0.76353662,0.00007248
0.35,4.00,0.23289146,0.00003726,0.53704768,0.00003367,0.76993914,0.00005777
0.40,4.00,0.22695465,0.00003378,0.55189506,0.00003501,0.77884972,0.00005206
0.45,4.00,0.22004861,0.00003714,0.57190222,0.00003227,0.79195083,0.00005627
0.48,4.00,0.21541244,0.00002780,0.58733050,0.00004470,0.80274293,0.00005584
0.50,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.52,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.55,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.58,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.60,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.62,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.65,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.68,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.70,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.80,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.90,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.00,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.20,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.50,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.80,4.00,NaN,NaN,NaN,NaN,NaN,NaN
