log(g),phys-num-0.05,0.05-error,phys-num-0.1,0.1-error,phys-num-0.3,0.3-error,,log(g),unphys-num-0.05,0.05-error,unphys-num-0.1,0.1-error,unphys-num-0.3,0.3-error,
-1 , 2.53979110, 0.02686773,2.55478176, 0.02157849,2.64791226, 0.00985016 ,,-0.39794 , 583.74370430, 27.08795092,171.12929621, 5.63710329,15.72835788, 0.11127528 ,
-0.69897 , 1.31228603, 0.00677199,1.32948412, 0.00501622,1.42768631, 0.00669150 ,,-0.09691 , 312.55819387, 12.99414661,83.07795256, 1.53626341,7.89209993, 0.04378082 ,
-0.39794 , 0.71530097, 0.00286992,0.74711059, 0.00339467,0.82933889, 0.00151134 ,,0.0791812 , 209.76732933, 9.89390067,54.21264687, 0.93893072,5.35935769, 0.01806041 ,
-0.221849 , 0.54063434, 0.00223856,0.56501657, 0.00142490,0.65192050, 0.00101318 ,,0.20412 , 183.60283406, 7.04392211,41.59393124, 0.90351808,4.07292578, 0.01252128 ,
-0.09691 , 0.46940037, 0.00165908,0.49480225, 0.00119852,0.57482445, 0.00061877 ,,0.30103 , 128.84871619, 3.66068192,32.24645794, 0.41777876,3.32183443, 0.00902284 ,
0 , 0.44286163, 0.00144626,0.46557311, 0.00088217,0.54157871, 0.00037607 ,,0.60206 , 70.54726313, 1.79924053,16.40251802, 0.15877160,1.88403889, 0.00416140 ,
0.0791812 , 0.43759698, 0.00179362,0.45745097, 0.00093758,0.52897540, 0.00054898 ,,1 , 28.50377678, 0.56594728,7.25377141, 0.05412502,1.19974834, 0.00224920 ,
0.146128 , 0.44047459, 0.00115720,0.46081554, 0.00075216,0.52617583, 0.00045106 ,,1.30103 , 14.43317734, 0.15852578,4.38409222, 0.01437532,1.11305942, 0.00184913 ,
0.20412 , 0.45047756, 0.00124750,0.46976697, 0.00086442,0.53109209, 0.00049116 ,,1.60206 , 8.89060055, 0.09382828,3.46159311, 0.01834008,1.11154980, 0.00188838 ,
0.255273 , 0.46373353, 0.00199788,0.48871604, 0.00092303,0.53982135, 0.00056432 ,,1.69897 , 7.82683542, 0.08978254,3.41555173, 0.01825204,1.10918434, 0.00161364 ,
0.30103 , 0.48842000, 0.00117349,0.50757936, 0.00109776,0.55047405, 0.00042483 ,,2 , 6.97163955, 0.08371472,3.35623107, 0.01526072,1.11039337, 0.00126167 ,
0.60206 , 0.76405264, 0.00406829,0.76825971, 0.00202615,0.71770723, 0.00072158 ,,2.30103 , 6.84585098, 0.05695211,3.35587786, 0.01091947,1.11300699, 0.00180733 ,
1 , 1.69794532, 0.00812127,1.60917899, 0.00585917,1.02481436, 0.00131992 ,,2.47712 , 6.64662665, 0.05242626,3.37234498, 0.01462375,1.10810376, 0.00148915 ,
1.30103 , 3.13235011, 0.01906738,2.59997661, 0.01278497,1.10708642, 0.00192196 ,,3 , 6.97778329, 0.05794759,3.36181153, 0.01241736,1.11124609, 0.00162638 ,
1.60206 , 5.10111420, 0.03688183,3.28719739, 0.02047931,1.10608474, 0.00215072 ,,4 , 6.84760279, 0.07507375,3.37551116, 0.01777151,1.11088144, 0.00148785 ,
1.69897 , 5.73516698, 0.05187662,3.33668822, 0.01693307,1.10611789, 0.00131955 ,,
2 , 6.81682681, 0.08673821,3.37840637, 0.01991871,1.10935986, 0.00119018 ,,
2.30103 , 6.70282261, 0.06542330,3.36442133, 0.01795100,1.10944751, 0.00196371 ,,
2.47712 , 6.60145560, 0.06024938,3.36542536, 0.02042819,1.11065104, 0.00115145 ,,
3 , 6.78028152, 0.07710525,3.40328794, 0.02459311,1.11036145, 0.00244334 ,,
4 , 6.81741933, 0.06528442,3.35287358, 0.01866094,1.11056846, 0.00190459 ,,
