  0.1,   30603,    302.34799208
  0.2,   24308,    210.91917596
  0.4,   19117,    159.53539600
  0.6,   16648,    100.38752072
  0.8,   13424,     83.92814118
  1.0,   13749,     78.31226170
  1.2,   12322,     65.41289532
  1.4,   10071,     49.28767191
  1.6,    9529,     51.92187192
  1.8,    8710,     44.61950663
  2.0,    8182,     39.20354753
  4.0,    5051,     20.80315183
   10,    3109,      9.44153960
   20,    1654,      4.86395750
   40,    1130,      2.96981482
   50,    1097,      2.70746410
  100,    1279,      2.34257513
  200,     877,      2.32910520
  300,     884,      2.22736646
  100,    1279,      2.34257513
10000,     954,      2.33900056
  0.1,   30603,    302.34799208
  0.2,   24308,    210.91917596
  0.4,   19117,    159.53539600
  0.6,   16648,    100.38752072
  0.8,   13424,     83.92814118
  1.0,   13749,     78.31226170
  1.2,   12322,     65.41289532
  1.4,   10071,     49.28767191
  1.6,    9529,     51.92187192
  1.8,    8710,     44.61950663
  2.0,    8182,     39.20354753
  4.0,    5051,     20.80315183
   10,    3109,      9.44153960
   20,    1654,      4.86395750
   40,    1130,      2.96981482
   50,    1097,      2.70746410
  100,    1279,      2.34257513
  200,     877,      2.32910520
  300,     884,      2.22736646
  100,    1279,      2.34257513
10000,     954,      2.33900056
  0.1,   96625,    544.37888632
  0.2,   62903,    294.25492722
  0.4,   40320,    196.66293681
  0.6,   35233,    122.96404734
  0.8,   24331,     93.38570080
  1.0,   34900,     92.47926316
  1.2,   21161,     71.63648266
  1.4,   19631,     54.36514207
  1.6,   15514,     54.91128599
  1.8,   12980,     46.55442600
  2.0,   12453,     41.29296033
  4.0,    7204,     21.34709332
   10,    3799,      9.51932910
   20,    2292,      4.90652176
   40,    2404,      3.04773014
   50,    1190,      2.71050489
  100,    1535,      2.35139354
  200,    1952,      2.37495657
  300,    1103,      2.23304024
  100,    1535,      2.35139354
10000,    1141,      2.34347787
  0.1,  161879,    605.24320058
  0.2,   71045,    298.21355984
  0.4,   46258,    198.58823733
  0.6,   51418,    128.56872095
  0.8,   26396,     93.69659688
  1.0,   36863,     92.78601221
  1.2,   21836,     71.71564413
  1.4,   21074,     54.50477513
  1.6,   17489,     55.13247361
  1.8,   14229,     46.66278391
  2.0,   12983,     41.33461357
  4.0,    7350,     21.35367702
   10,    3987,      9.52290605
   20,    2307,      4.90663018
   40,    2415,      3.04776878
   50,    1411,      2.70715314
  100,    1549,      2.35143939
  200,    1961,      2.37497618
  300,    1128,      2.23310704
  100,    1549,      2.35143939
10000,    1162,      2.34356819
  0.1,  161879,    605.24320058
  0.2,   71045,    298.21355984
  0.4,   46258,    198.58823733
  0.6,   51418,    128.56872095
  0.8,   26396,     93.69659688
  1.0,   36863,     92.78601221
  1.2,   21836,     71.71564413
  1.4,   21074,     54.50477513
  1.6,   17489,     55.13247361
  1.8,   14229,     46.66278391
  2.0,   12983,     41.33461357
  4.0,    7350,     21.35367702
   10,    3987,      9.52290605
   20,    2307,      4.90663018
   40,    2415,      3.04776878
   50,    1411,      2.70715314
  100,    1549,      2.35143939
  200,    1961,      2.37497618
  300,    1128,      2.23310704
  100,    1549,      2.35143939
10000,    1162,      2.34356819
