0.1,0.01,300000,297.67657297,98430.76891055,48411.98828908
0.1,0.02,160000,228.62463934,51114.08191215,21210.82688822
0.1,0.05,100000,85.45748251,30630.12283524,14676.15664757
0.1,0.1,100000,40.66940230,19189.65281550,9964.16119905
0.1,0.2,45000,23.35649407,9995.73576997,5293.15735545
0.1,0.4,20000,12.25876880,4422.19568609,2089.10277560
0.1,0.6,25000,8.42516866,3152.15653827,1554.27619773
0.1,0.8,15000,6.65783452,2433.61989057,1268.85539174
0.1,1.0,10000,5.62913151,1910.88632854,981.41870592
0.1,1.2,10000,4.48890580,1593.67008315,778.06382708
0.1,1.4,10000,4.12228375,1458.99743469,726.94445437
0.1,1.6,8000,3.45238130,1255.62697816,645.71287893
0.1,1.8,6000,3.20475320,1100.41783961,561.60807434
0.1,2.0,10000,2.94344151,1047.15416005,530.27262728
0.1,4.0,4000,1.84720579,503.89607063,252.37832508
0.1,10,1500,1.15058335,218.73957326,111.47440443
0.1,20,1000,1.01637862,130.32849405,65.98263690
0.1,40,1000,0.99324876,102.63494301,51.76178736
0.1,50,1000,1.00376013,101.01699886,51.46276927
0.1,100,1000,0.99580211,99.61913649,50.35984830
0.1,200,1500,0.99581760,100.87273120,51.10029769
0.1,300,600,0.99381272,98.17987234,49.68814522
0.1,1000,1000,1.00030507,100.71636592,51.02771990
0.1,10000,1000,1.00366984,102.00505968,51.93400616
