0.3,0.01,2500,165.80106439,165.82035695,331.00207067
0.3,0.02,1000,83.22474625,83.24201957,165.76689239
0.3,0.05,800,34.46043618,34.54561051,68.44308449
0.3,0.1,300,17.10757029,17.27118554,33.78790963
0.3,0.2,200,8.88862192,9.20901498,17.43675281
0.3,0.4,100,4.68509632,5.29255833,9.16091840
0.3,0.6,50,3.30552814,4.24056603,6.57037697
0.3,0.8,50,2.63302628,3.86359115,5.36428035
0.3,1.0,40,2.21681322,3.76723156,4.68986434
0.3,1.2,30,1.94727500,3.80055796,4.30178984
0.3,1.4,50,1.75340580,3.91288361,4.06681753
0.3,1.6,20,1.61979676,4.06156672,3.93205220
0.3,1.8,20,1.51478471,4.24477439,3.86163568
0.3,2.0,20,1.42950442,4.44155763,3.83074995
0.3,4.0,50,1.09875770,6.66674098,4.41892510
0.3,10,80,1.00352643,10.33504903,6.06029263
0.3,20,100,1.00132158,11.33641639,6.55419474
0.3,40,100,0.99916011,11.35223485,6.54563848
0.3,50,100,0.99834181,11.30155613,6.51202885
0.3,100,100,0.99898678,11.35018287,6.54781487
0.3,200,100,1.00042233,11.37909212,6.57540321
0.3,300,100,1.00075102,11.28527149,6.51798584
0.3,1000,100,1.00265653,11.42105339,6.61320807
0.3,10000,100,0.99808843,11.34054641,6.54464424
