0.05 , 0.12480043 , 0.00025243 ,0.12483431 , 0.00039608 ,0.12502736 , 0.00031077 ,0.12504966 , 0.00001698 ,0.12538184 , 0.00029808 ,0.12459461 , 0.00023128 ,0.12514436 , 0.00016835 ,0.12494127 , 0.00001892 ,
0.10 , 0.12490607 , 0.00014325 ,0.12512624 , 0.00016301 ,0.12513166 , 0.00017373 ,0.12515224 , 0.00001641 ,0.12530489 , 0.00018934 ,0.12487080 , 0.00012285 ,0.12487826 , 0.00014459 ,0.12482863 , 0.00001362 ,
0.20 , 0.12441767 , 0.00009219 ,0.12553532 , 0.00006341 ,0.12572139 , 0.00008018 ,0.12562088 , 0.00001253 ,0.12571161 , 0.00007651 ,0.12435525 , 0.00005646 ,0.12440201 , 0.00006200 ,0.12439274 , 0.00001825 ,
0.30 , 0.12359736 , 0.00003859 ,0.12642103 , 0.00005508 ,0.12638882 , 0.00005471 ,0.12649100 , 0.00001441 ,0.12646041 , 0.00006851 ,0.12359837 , 0.00004698 ,0.12357638 , 0.00004129 ,0.12362664 , 0.00001304 ,
0.40 , 0.12251217 , 0.00003623 ,0.12758503 , 0.00004552 ,0.12764858 , 0.00003116 ,0.12763883 , 0.00001697 ,0.12758036 , 0.00003226 ,0.12253614 , 0.00002527 ,0.12255508 , 0.00003878 ,0.12251949 , 0.00001319 ,
0.50 , 0.12115482 , 0.00002950 ,0.12923010 , 0.00003822 ,0.12925240 , 0.00003101 ,0.12922635 , 0.00001926 ,0.12920338 , 0.00002489 ,0.12111705 , 0.00002826 ,0.12110515 , 0.00002478 ,0.12115541 , 0.00001810 ,
0.60 , 0.11954878 , 0.00002938 ,0.13131497 , 0.00002949 ,0.13132762 , 0.00002492 ,0.13134308 , 0.00001697 ,0.13132000 , 0.00001952 ,0.11949090 , 0.00002630 ,0.11953139 , 0.00002369 ,0.11950356 , 0.00001211 ,
0.70 , 0.11762611 , 0.00003120 ,0.13399969 , 0.00002856 ,0.13402486 , 0.00002001 ,0.13400373 , 0.00001928 ,0.13399854 , 0.00002807 ,0.11760162 , 0.00001665 ,0.11763140 , 0.00002479 ,0.11760235 , 0.00001272 ,
0.80 , 0.11544512 , 0.00002482 ,0.13741344 , 0.00002035 ,0.13747470 , 0.00002482 ,0.13743684 , 0.00001729 ,0.13743860 , 0.00002693 ,0.11541776 , 0.00002100 ,0.11543577 , 0.00002228 ,0.11544847 , 0.00001226 ,
0.90 , 0.11302957 , 0.00002591 ,0.14176971 , 0.00002620 ,0.14173837 , 0.00003259 ,0.14175881 , 0.00001219 ,0.14177803 , 0.00002805 ,0.11303475 , 0.00002362 ,0.11304199 , 0.00001671 ,0.11307389 , 0.00001364 ,
1.00 , 0.11049798 , 0.00001837 ,0.14735743 , 0.00002228 ,0.14731074 , 0.00002997 ,0.14733384 , 0.00002302 ,0.14728965 , 0.00002193 ,0.11046418 , 0.00001759 ,0.11048058 , 0.00001428 ,0.11048615 , 0.00001164 ,
1.20 , 0.10493685 , 0.00002528 ,0.16395691 , 0.00002298 ,0.16391725 , 0.00002019 ,0.16395100 , 0.00001238 ,0.16392454 , 0.00002447 ,0.10492218 , 0.00001155 ,0.10495550 , 0.00001741 ,0.10495171 , 0.00001069 ,
1.50 , 0.09647991 , 0.00001909 ,0.22051754 , 0.00004182 ,0.22052578 , 0.00003029 ,0.22050572 , 0.00003396 ,0.22047913 , 0.00004898 ,0.09647258 , 0.00001770 ,0.09646456 , 0.00001753 ,0.09647522 , 0.00001264 ,
1.80 , 0.08998878 , 0.00001512 ,0.47325866 , 0.00012736 ,0.47340068 , 0.00013183 ,0.47341327 , 0.00009518 ,0.47341370 , 0.00013895 ,0.08997262 , 0.00001579 ,0.08999684 , 0.00001279 ,0.08997047 , 0.00001284 ,
