  0.1,   28236,    942.76662100
  0.2,   25666,    739.46989977
  0.4,   18563,    451.24012242
  0.6,   16432,    339.53893574
  0.8,   14557,    274.75140023
  1.0,   14612,    236.16537966
  1.2,   11685,    196.27982417
  1.4,   11104,    172.83942717
  1.6,    9193,    151.29225503
  1.8,    9365,    137.47296424
  2.0,    8605,    123.75809404
  4.0,    5792,     65.08691007
   10,    2837,     26.29712754
   20,    1829,     14.27081226
   40,    1189,      8.79986903
   50,     951,      7.81156901
  100,     970,      6.87850992
  200,     870,      6.65216165
  300,    1003,      6.83823778
  100,     970,      6.87850992
10000,     959,      6.73303365
  0.1,  118828,   1694.25877468
  0.2,  119349,   1314.53110747
  0.4,   55670,    561.48601339
  0.6,   51664,    434.93450451
  0.8,   34917,    327.59978241
  1.0,   40977,    277.26473193
  1.2,   26926,    221.88015246
  1.4,   18592,    186.23989373
  1.6,   39217,    170.83030067
  1.8,   17219,    146.14370410
  2.0,   15608,    133.07372943
  4.0,    8506,     67.05487854
   10,    3595,     26.53908350
   20,    2868,     14.49781150
   40,    2504,      9.01802317
   50,    1015,      7.81644571
  100,    1176,      6.90160975
  200,    1158,      6.66471010
  300,    1096,      6.84617710
  100,    1176,      6.90160975
10000,    1535,      6.77578788
