0.10,2.00,0.50051389,0.00005700,0.49916715,0.00002949,0.99968104,0.00007548
0.20,1.98,0.50165676,0.00008040,0.49675974,0.00003430,0.99841649,0.00009920
0.30,1.96,0.50370194,0.00009021,0.49287051,0.00003897,0.99657245,0.00011805
0.40,1.94,0.50687860,0.00008966,0.48782271,0.00004939,0.99470132,0.00013049
0.50,1.91,0.51085154,0.00007429,0.48210830,0.00003578,0.99295985,0.00009298
0.60,1.89,0.51597054,0.00006389,0.47592562,0.00003924,0.99189616,0.00008506
0.70,1.87,0.52219628,0.00010033,0.46975770,0.00005146,0.99195398,0.00013357
0.80,1.86,0.52983732,0.00006090,0.46437006,0.00003227,0.99420738,0.00008235
0.90,1.85,0.53859611,0.00006283,0.46021136,0.00004683,0.99880747,0.00008311
1.00,1.84,0.54917817,0.00008219,0.45791429,0.00004808,1.00709246,0.00010452
1.20,1.80,0.57571817,0.00006694,0.46098028,0.00005182,1.03669845,0.00009767
1.50,1.67,0.63796018,0.00006413,0.49078395,0.00005326,1.12874413,0.00008708
1.80,1.65,0.73421207,0.00007738,0.60248019,0.00009951,1.33669226,0.00014963
