  141       42.300000000000       -0.000503394834        0.000306153845	  141       42.300000000000       -0.000239209943       -0.000514775452	  141       42.300000000000        0.000161519338        0.000305593880	  141       42.300000000000       -0.000141718547       -0.000197677386
  142       42.600000000000       -0.000139967097        0.000870750820	  142       42.600000000000       -0.000278620451        0.000434701825	  142       42.600000000000        0.000211281491       -0.000274246023	  142       42.600000000000        0.000087351461       -0.000239969523
  143       42.900000000000        0.000171148698        0.000098271716	  143       42.900000000000       -0.000239003948        0.000837329375	  143       42.900000000000        0.000157561926       -0.000309847048	  143       42.900000000000        0.000216720560       -0.000170013677
  144       43.200000000000        0.000186005963       -0.000680146558	  144       43.200000000000       -0.000156771795        0.000260189524	  144       43.200000000000        0.000076255879        0.000358473702	  144       43.200000000000        0.000319921781        0.000980499780
  145       43.500000000000        0.000014143334       -0.000628224215	  145       43.500000000000        0.000114885425       -0.000313460798	  145       43.500000000000        0.000032477717        0.000700789010	  145       43.500000000000        0.000298729502       -0.000061703305
  146       43.800000000000       -0.000335920902        0.000186712292	  146       43.800000000000        0.000256604551       -0.000172568858	  146       43.800000000000       -0.000123394454       -0.000673961683	  146       43.800000000000        0.000184952929       -0.000064529764
  147       44.100000000000       -0.000444627014       -0.000623182772	  147       44.100000000000        0.000081431695        0.000197053652	  147       44.100000000000       -0.000208273198       -0.000257234690	  147       44.100000000000       -0.000007268278        0.000897933686
  148       44.400000000000       -0.000122266866        0.000050727052	  148       44.400000000000        0.000009054224        0.000217987028	  148       44.400000000000       -0.000205124450       -0.000078513092	  148       44.400000000000       -0.000007285342        0.000954731542
  149       44.700000000000        0.000157698308       -0.000617182318	  149       44.700000000000        0.000235084609       -0.000017319139	  149       44.700000000000       -0.000109493365        0.000757349215	  149       44.700000000000        0.000182069327        0.000190111310
  150       45.000000000000        0.000452837866       -0.000076213811	  150       45.000000000000        0.000365097339        0.000021816874	  150       45.000000000000        0.000251153680        0.000244691464	  150       45.000000000000        0.000186544794        0.000004331410
  151       45.300000000000        0.000454892472        0.000586688493	  151       45.300000000000        0.000312729599       -0.000091914006	  151       45.300000000000        0.000448023655        0.000084578847	  151       45.300000000000       -0.000063443927        0.000908328123
  152       45.600000000000        0.000504758711        0.000272472969	  152       45.600000000000       -0.000032910553       -0.000143103326	  152       45.600000000000        0.000497877025       -0.000333744542	  152       45.600000000000       -0.000312217572       -0.000115519419
  153       45.900000000000        0.000607356780       -0.000021167107	  153       45.900000000000       -0.000174372627       -0.000475540952	  153       45.900000000000        0.000411775097        0.000002448291	  153       45.900000000000       -0.000415348116       -0.000273581131
  154       46.200000000000        0.000580498702        0.000989336438	  154       46.200000000000       -0.000069937673       -0.000741607002	  154       46.200000000000        0.000189914943        0.000187182934	  154       46.200000000000       -0.000374186052        0.000104268459
  155       46.500000000000        0.000644040192       -0.000346230994	  155       46.500000000000        0.000087771654        0.000111686437	  155       46.500000000000       -0.000016195955       -0.000060353603	  155       46.500000000000       -0.000218643664       -0.000549310035
  156       46.800000000000        0.000460894357       -0.000645787265	  156       46.800000000000        0.000005085935        0.000291288634	  156       46.800000000000        0.000060094363       -0.000629414116	  156       46.800000000000       -0.000145522470        0.000280172582
  157       47.100000000000        0.000383850509        0.000061988126	  157       47.100000000000        0.000062462637       -0.001013440139	  157       47.100000000000        0.000294050058       -0.000091133863	  157       47.100000000000       -0.000138907715        0.000318541938
  158       47.400000000000        0.000573843526        0.001105326980	  158       47.400000000000        0.000508771880        0.000321395082	  158       47.400000000000        0.000444701798        0.000359927549	  158       47.400000000000       -0.000211780547        0.000013981111
  159       47.700000000000        0.000769731610        0.000479730171	  159       47.700000000000        0.000610672822        0.000101896968	  159       47.700000000000        0.000304907782        0.000045850141	  159       47.700000000000       -0.000283330718        0.000761254906
  160       48.000000000000        0.000727674781       -0.000289585681	  160       48.000000000000        0.000259942431       -0.000449566154	  160       48.000000000000        0.000127085479       -0.000685541091	  160       48.000000000000       -0.000152219755       -0.000317697772
  161       48.300000000000        0.000442671218        0.000121870798	  161       48.300000000000       -0.000023297928       -0.000183236946	  161       48.300000000000        0.000125876178       -0.000367028006	  161       48.300000000000        0.000100856577        0.000326369918
  162       48.600000000000        0.000126272731        0.000778488601	  162       48.600000000000       -0.000239894406       -0.000761937231	  162       48.600000000000        0.000059494670        0.000189126271	  162       48.600000000000        0.000104765259       -0.000052193548
  163       48.900000000000        0.000092335658        0.000317748301	  163       48.900000000000       -0.000261999490       -0.000317115964	  163       48.900000000000       -0.000072447334        0.000042445855	  163       48.900000000000        0.000136624306        0.001029362285
  164       49.200000000000        0.000298035281        0.000103822594	  164       49.200000000000       -0.000182242984       -0.000211443750	  164       49.200000000000        0.000018392845        0.000343446838	  164       49.200000000000        0.000348298533        0.000172657930
  165       49.500000000000        0.000382850117        0.000745346420	  165       49.500000000000        0.000003650497        0.001013864814	  165       49.500000000000        0.000234559409       -0.000943612109	  165       49.500000000000        0.000287266891        0.000478838474
  166       49.800000000000        0.000338173762        0.000087460395	  166       49.800000000000        0.000200748642       -0.001222850086	  166       49.800000000000        0.000061244085        0.000471657602	  166       49.800000000000        0.000365995458        0.000343500681
  167       50.100000000000        0.000348645282        0.000618793227	  167       50.100000000000        0.000247752937        0.000167854875	  167       50.100000000000        0.000000861674        0.000308158719	  167       50.100000000000        0.000338013894       -0.000517649078
  168       50.400000000000        0.000386523057       -0.000015634716	  168       50.400000000000        0.000069339346       -0.000015626948	  168       50.400000000000        0.000116083504        0.001040352999	  168       50.400000000000        0.000085852345        0.000218161530
  169       50.700000000000        0.000160908871        0.000358139476	  169       50.700000000000        0.000029073258        0.000253873132	  169       50.700000000000        0.000092012305       -0.000547841108	  169       50.700000000000        0.000284016127       -0.000228979431
  170       51.000000000000       -0.000088596011        0.000289656555	  170       51.000000000000        0.000105067294       -0.000319083896	  170       51.000000000000        0.000125186661       -0.000697450637	  170       51.000000000000        0.000383898825       -0.000531798515
  171       51.300000000000        0.000091684722       -0.000130309285	  171       51.300000000000        0.000094740727       -0.000095196840	  171       51.300000000000        0.000272186255        0.000297328453	  171       51.300000000000        0.000336223341        0.000439174361
  172       51.600000000000       -0.000035649689        0.000284735714	  172       51.600000000000       -0.000214269506       -0.000248088692	  172       51.600000000000        0.000113449751       -0.000177760289	  172       51.600000000000        0.000449104819       -0.000450272895
  173       51.900000000000       -0.000356861013        0.000671988661	  173       51.900000000000       -0.000472759099       -0.000907609466	  173       51.900000000000       -0.000066896856       -0.000090994286	  173       51.900000000000        0.000485043353        0.000846388851
  174       52.200000000000       -0.000326436447        0.000091176312	  174       52.200000000000       -0.000464303540        0.000181067103	  174       52.200000000000       -0.000194078477        0.000254877420	  174       52.200000000000        0.000288129518        0.000212479845
  175       52.500000000000       -0.000184641366        0.000112965137	  175       52.500000000000       -0.000230043497        0.000389422425	  175       52.500000000000       -0.000072061290        0.000430187757	  175       52.500000000000        0.000209672155       -0.000339374028
  176       52.800000000000       -0.000240302113        0.000290034392	  176       52.800000000000       -0.000066926219       -0.000018449203	  176       52.800000000000        0.000042410522       -0.000012374422	  176       52.800000000000        0.000130368393       -0.001245237195
  177       53.100000000000       -0.000341108068        0.000073609398	  177       53.100000000000        0.000002368611        0.000323281491	  177       53.100000000000        0.000074954971        0.000066624277	  177       53.100000000000        0.000084408549        0.000371188176
  178       53.400000000000       -0.000028265528        0.000347654394	  178       53.400000000000        0.000236341976        0.000474658017	  178       53.400000000000        0.000287214750        0.000771732907	  178       53.400000000000        0.000254033796        0.000375296004
  179       53.700000000000        0.000367494877        0.000924698632	  179       53.700000000000        0.000209117209        0.000859865017	  179       53.700000000000        0.000289436861       -0.000258126586	  179       53.700000000000        0.000408894798       -0.000107281029
  180       54.000000000000        0.000581301686        0.001137029816	  180       54.000000000000       -0.000100459545        0.000161735023	  180       54.000000000000        0.000161176976       -0.000111773128	  180       54.000000000000        0.000539790694       -0.000107186846
  181       54.300000000000        0.000656153720        0.000202356382	  181       54.300000000000       -0.000022204203        0.000033954592	  181       54.300000000000        0.000095440224       -0.001297132312	  181       54.300000000000        0.000695259389       -0.000495593929
  182       54.600000000000        0.000605040857       -0.000303891006	  182       54.600000000000        0.000200155368       -0.000394666758	  182       54.600000000000       -0.000128720185       -0.001185495716	  182       54.600000000000        0.000610360143       -0.000519195407
  183       54.900000000000        0.000319626897       -0.000595863772	  183       54.900000000000        0.000246742978        0.000367116406	  183       54.900000000000        0.000010771151       -0.001049604368	  183       54.900000000000        0.000503988675       -0.000899762348
  184       55.200000000000        0.000301585661       -0.000371155503	  184       55.200000000000        0.000024300548        0.001044898079	  184       55.200000000000        0.000131635665        0.000233573817	  184       55.200000000000        0.000516126715       -0.000555555122
  185       55.500000000000        0.000323819620       -0.000322797804	  185       55.500000000000        0.000061981789       -0.000004633991	  185       55.500000000000        0.000143514022        0.000515202693	  185       55.500000000000        0.000526823162       -0.000275423857
  186       55.800000000000        0.000229774638        0.000589346225	  186       55.800000000000        0.000341541132        0.000477191078	  186       55.800000000000        0.000037171838        0.000478118711	  186       55.800000000000        0.000379249057        0.000552516041
  187       56.100000000000        0.000335967502        0.000211790913	  187       56.100000000000        0.000363715507       -0.000377798159	  187       56.100000000000        0.000019587482        0.000115682847	  187       56.100000000000        0.000440373758        0.000203945328
  188       56.400000000000        0.000559860438       -0.000635660895	  188       56.400000000000        0.000243513384       -0.000045501830	  188       56.400000000000        0.000070621015        0.000145256930	  188       56.400000000000        0.000552060325       -0.000085498082
  189       56.700000000000        0.000231553765       -0.000002743101	  189       56.700000000000        0.000419132751        0.000099182016	  189       56.700000000000       -0.000088026617       -0.000739991867	  189       56.700000000000        0.000521491409       -0.000403602981
  190       57.000000000000       -0.000273339001       -0.000238594336	  190       57.000000000000        0.000558447888       -0.000072913917	  190       57.000000000000       -0.000248609751        0.000419283272	  190       57.000000000000        0.000365373345        0.000315379434
  191       57.300000000000       -0.000227051472        0.000216415080	  191       57.300000000000        0.000529913651        0.000018817962	  191       57.300000000000       -0.000326359032        0.000801903330	  191       57.300000000000        0.000147141079       -0.000380699735
  192       57.600000000000        0.000107357663        0.000633493041	  192       57.600000000000        0.000245838657       -0.000642925493	  192       57.600000000000       -0.000396792070       -0.000035349205	  192       57.600000000000        0.000191831479       -0.000638421304
  193       57.900000000000        0.000453488414        0.000210657089	  193       57.900000000000       -0.000114289413        0.000618825560	  193       57.900000000000       -0.000391110599        0.000387938897	  193       57.900000000000        0.000099115051       -0.000648784659
  194       58.200000000000        0.000723219623        0.000401242764	  194       58.200000000000       -0.000263222677        0.000794423477	  194       58.200000000000       -0.000309515131        0.000164141738	  194       58.200000000000        0.000096564308       -0.000050059799
  195       58.500000000000        0.000796577537       -0.000193725854	  195       58.500000000000       -0.000212256957       -0.000001826387	  195       58.500000000000       -0.000242017495        0.000051110223	  195       58.500000000000        0.000109304406        0.000556566481
  196       58.800000000000        0.000721913592       -0.000091897220	  196       58.800000000000       -0.000023589766        0.000556974676	  196       58.800000000000       -0.000176810543        0.000457731948	  196       58.800000000000        0.000113162897       -0.000408114150
  197       59.100000000000        0.000454439213       -0.000430892863	  197       59.100000000000        0.000168334321        0.000607823109	  197       59.100000000000       -0.000023454697       -0.000692250115	  197       59.100000000000        0.000121598666        0.000356485783
  198       59.400000000000        0.000246815865       -0.000331693929	  198       59.400000000000        0.000519311576       -0.000755269915	  198       59.400000000000        0.000250938939       -0.000161144524	  198       59.400000000000       -0.000239526107        0.000218369370
  199       59.700000000000        0.000090132230       -0.000569206904	  199       59.700000000000        0.000954789520       -0.000602491202	  199       59.700000000000        0.000068678984        0.000482961622	  199       59.700000000000       -0.000277462144       -0.000066163767
  200       60.000000000000       -0.000122382942       -0.000329882377	  200       60.000000000000        0.001164308550        0.000713654503	  200       60.000000000000       -0.000313261909        0.000089001815	  200       60.000000000000       -0.000317227363       -0.000010946282
  201       60.300000000000       -0.000354255158        0.000412333840	  201       60.300000000000        0.001209396413        0.000486024597	  201       60.300000000000       -0.000183792093        0.000075059124	  201       60.300000000000       -0.000318802788        0.000971587757
  202       60.600000000000       -0.000509679848        0.000319223985	  202       60.600000000000        0.001064045538        0.000147303147	  202       60.600000000000        0.000088743661        0.000296452195	  202       60.600000000000       -0.000437754895       -0.000099643099
  203       60.900000000000       -0.000358033912        0.000370433280	  203       60.900000000000        0.000551366108        0.000453119097	  203       60.900000000000        0.000289865353        0.000184591786	  203       60.900000000000       -0.000521149016        0.000740037395
  204       61.200000000000       -0.000184911875       -0.000138408749	  204       61.200000000000        0.000159458664        0.000149763729	  204       61.200000000000        0.000332013899        0.000480782838	  204       61.200000000000       -0.000317617171       -0.000238958752
  205       61.500000000000        0.000036278485       -0.000087379651	  205       61.500000000000        0.000160565768        0.000080486367	  205       61.500000000000        0.000224637808        0.000374880865	  205       61.500000000000       -0.000073493262        0.000221191341
  206       61.800000000000        0.000160630310       -0.000831375930	  206       61.800000000000        0.000145054360       -0.000112710131	  206       61.800000000000        0.000049993796       -0.000104811820	  206       61.800000000000        0.000088119728       -0.000343881583
  207       62.100000000000        0.000018210594        0.000335303656	  207       62.100000000000        0.000202633442        0.000575430605	  207       62.100000000000       -0.000077866130       -0.000345823558	  207       62.100000000000        0.000020416394        0.000092667039
  208       62.400000000000       -0.000230523361        0.000286756372	  208       62.400000000000        0.000353275396       -0.000020461582	  208       62.400000000000       -0.000319708694       -0.000735840875	  208       62.400000000000        0.000042509125       -0.000701875945
  209       62.700000000000       -0.000307392940        0.000290794129	  209       62.700000000000        0.000263676222       -0.000789303534	  209       62.700000000000       -0.000522555926        0.001117892828	  209       62.700000000000        0.000104457700        0.000158465226
  210       63.000000000000       -0.000229464465       -0.000226023123	  210       63.000000000000        0.000036505157       -0.000193849454	  210       63.000000000000       -0.000635375515       -0.000131570502	  210       63.000000000000        0.000072887684       -0.000107962354
  211       63.300000000000       -0.000143116988        0.000654442694	  211       63.300000000000       -0.000230201618       -0.000981634482	  211       63.300000000000       -0.000564788751       -0.000587503434	  211       63.300000000000        0.000061658402       -0.000156734168
  212       63.600000000000       -0.000117310733       -0.000681330850	  212       63.600000000000       -0.000073209700       -0.000233219978	  212       63.600000000000       -0.000524837810       -0.000130584271	  212       63.600000000000        0.000013082143        0.000253273537
  213       63.900000000000        0.000064872476        0.000299653747	  213       63.900000000000        0.000019657145        0.000362656792	  213       63.900000000000       -0.000429199921        0.000482879792	  213       63.900000000000        0.000034953772       -0.000450746699
  214       64.200000000000        0.000160467672       -0.000166605381	  214       64.200000000000       -0.000395629773       -0.000398780433	  214       64.200000000000       -0.000302130826        0.000513043153	  214       64.200000000000        0.000101679927       -0.000115575280
  215       64.500000000000        0.000202331882       -0.000162879092	  215       64.500000000000       -0.000575863605        0.000385268673	  215       64.500000000000       -0.000166267149       -0.000392059851	  215       64.500000000000        0.000034816665       -0.000639200841
  216       64.800000000000        0.000092234123       -0.000398575334	  216       64.800000000000       -0.000445834606       -0.000618096416	  216       64.800000000000        0.000130096627       -0.000872699431	  216       64.800000000000        0.000168855565       -0.001132245324
  217       65.100000000000       -0.000127521797       -0.000527541751	  217       65.100000000000       -0.000373443625        0.000687933635	  217       65.100000000000        0.000337439144        0.000015551755	  217       65.100000000000        0.000310250454       -0.000743731877
  218       65.400000000000       -0.000178650841        0.000856551650	  218       65.400000000000       -0.000494239682       -0.000018649086	  218       65.400000000000        0.000311749191       -0.000464850897	  218       65.400000000000        0.000002543838       -0.000266334876
  219       65.700000000000       -0.000030829437        0.000686425834	  219       65.700000000000       -0.000629832518        0.000766125401	  219       65.700000000000        0.000354339874       -0.000518385649	  219       65.700000000000       -0.000044712576       -0.000808726668
  220       66.000000000000        0.000260840643        0.000479344398	  220       66.000000000000       -0.000506696069       -0.000387627401	  220       66.000000000000        0.000535466313       -0.000570606535	  220       66.000000000000        0.000184169713        0.000326600925
  221       66.300000000000        0.000411480777       -0.000038614216	  221       66.300000000000       -0.000541655684        0.000143204868	  221       66.300000000000        0.000471600840       -0.000200675063	  221       66.300000000000        0.000059243576       -0.000710941882
  222       66.600000000000        0.000261014682        0.000172935786	  222       66.600000000000       -0.000510129745       -0.001062915542	  222       66.600000000000        0.000485626658       -0.000040904733	  222       66.600000000000       -0.000017517614       -0.000133039536
  223       66.900000000000        0.000163264677        0.000088859800	  223       66.900000000000       -0.000390622998       -0.000963283963	  223       66.900000000000        0.000349194120        0.000389665599	  223       66.900000000000        0.000370585375       -0.000095298081
  224       67.200000000000        0.000102420754        0.000178320998	  224       67.200000000000       -0.000268996419        0.000911266726	  224       67.200000000000        0.000113581899       -0.000522234255	  224       67.200000000000        0.000436930337       -0.000307339324
  225       67.500000000000       -0.000058849416       -0.000650756164	  225       67.500000000000       -0.000194771751       -0.000325301905	  225       67.500000000000        0.000231003158       -0.000650351543	  225       67.500000000000        0.000331117670        0.000515804607
  226       67.800000000000       -0.000471314551       -0.000706657089	  226       67.800000000000        0.000019542308       -0.000300721496	  226       67.800000000000        0.000440905448       -0.000224106225	  226       67.800000000000        0.000407967846       -0.000097205419
  227       68.100000000000       -0.000735218027       -0.000681977749	  227       68.100000000000       -0.000010520576       -0.000804113470	  227       68.100000000000        0.000384896351       -0.000497366178	  227       68.100000000000        0.000328557891        0.000429717740
  228       68.400000000000       -0.000717349234       -0.001085851893	  228       68.400000000000       -0.000018027599       -0.001147480956	  228       68.400000000000        0.000310393855       -0.000232208613	  228       68.400000000000        0.000342396703       -0.000222823393
  229       68.700000000000       -0.000861846597        0.000595985657	  229       68.700000000000       -0.000027368562       -0.000543290665	  229       68.700000000000        0.000294767021       -0.000136601129	  229       68.700000000000        0.000207248942        0.000453298754
  230       69.000000000000       -0.000877622528       -0.000168165354	  230       69.000000000000        0.000002542482       -0.000794159397	  230       69.000000000000        0.000139509316       -0.000792927677	  230       69.000000000000        0.000070551588       -0.000133553058
  231       69.300000000000       -0.000329494636        0.000392261352	  231       69.300000000000       -0.000134680188        0.000235526504	  231       69.300000000000       -0.000053616028        0.000318854719	  231       69.300000000000        0.000235044363       -0.000135178951
  232       69.600000000000        0.000082224736        0.000201603525	  232       69.600000000000       -0.000225728849        0.000003254561	  232       69.600000000000       -0.000007815268       -0.000225590011	  232       69.600000000000        0.000378960719       -0.000307606076
  233       69.900000000000        0.000098238385        0.000010349106	  233       69.900000000000       -0.000124646490       -0.000605729935	  233       69.900000000000        0.000093161044        0.000180102716	  233       69.900000000000        0.000247931779       -0.000016671320
  234       70.200000000000       -0.000162829938        0.000254792079	  234       70.200000000000       -0.000023293045        0.000169432733	  234       70.200000000000        0.000177490260        0.000253687734	  234       70.200000000000        0.000112757284       -0.000095234079
  235       70.500000000000       -0.000280935192       -0.000460573580	  235       70.500000000000       -0.000077832916        0.000390635145	  235       70.500000000000        0.000275474236        0.000071048873	  235       70.500000000000        0.000122620999       -0.000291595774
  236       70.800000000000       -0.000329809426        0.000172149264	  236       70.800000000000       -0.000200286218        0.000620374446	  236       70.800000000000        0.000010788873       -0.000408021917	  236       70.800000000000        0.000084798989       -0.000035425848
  237       71.100000000000       -0.000191328686       -0.000591568557	  237       71.100000000000       -0.000155224470        0.000473182409	  237       71.100000000000       -0.000113850378        0.000683280623	  237       71.100000000000       -0.000015310762       -0.000238670354
  238       71.400000000000       -0.000194022786       -0.000044117649	  238       71.400000000000       -0.000101947893       -0.000080967802	  238       71.400000000000        0.000175280064        0.000095326445	  238       71.400000000000        0.000094028138       -0.000859331664
  239       71.700000000000       -0.000345424113       -0.000635207250	  239       71.700000000000       -0.000178360218       -0.000438816101	  239       71.700000000000        0.000307062181       -0.000704654277	  239       71.700000000000        0.000040902873       -0.000022309940
  240       72.000000000000       -0.000443056043       -0.000544290920	  240       72.000000000000       -0.000350416402       -0.000558301527	  240       72.000000000000        0.000464035768        0.000148572626	  240       72.000000000000       -0.000014519739        0.000806397132
  241       72.300000000000       -0.000318916872        0.000073828142	  241       72.300000000000       -0.000450171516       -0.000517003744	  241       72.300000000000        0.000560008948       -0.000565793912	  241       72.300000000000       -0.000098362772       -0.000193802270
  242       72.600000000000       -0.000340702127        0.000242286775	  242       72.600000000000       -0.000390224482       -0.000202603420	  242       72.600000000000        0.000631651272       -0.000162789267	  242       72.600000000000       -0.000015945876        0.000623291046
  243       72.900000000000       -0.000334443815        0.000088812133	  243       72.900000000000        0.000124341777        0.000238178483	  243       72.900000000000        0.000868721366        0.000012877613	  243       72.900000000000        0.000046172009       -0.000921671322
  244       73.200000000000       -0.000151529566       -0.000191990912	  244       73.200000000000        0.000554935145        0.000398725239	  244       73.200000000000        0.000909338670       -0.001060322107	  244       73.200000000000        0.000020293803       -0.000059568925
  245       73.500000000000        0.000159974465        0.000422349791	  245       73.500000000000        0.000752765189        0.000105358554	  245       73.500000000000        0.001018254787        0.000004831187	  245       73.500000000000       -0.000005083495       -0.001296974205
  246       73.800000000000        0.000087454203        0.000071644410	  246       73.800000000000        0.000698810628       -0.000459287085	  246       73.800000000000        0.001062079555       -0.000408849913	  246       73.800000000000        0.000025570490       -0.000574147669
  247       74.100000000000       -0.000133134681        0.000752666535	  247       74.100000000000        0.000497360991        0.000806676935	  247       74.100000000000        0.000874243096       -0.000313336263	  247       74.100000000000        0.000064758968       -0.001064106064
  248       74.400000000000       -0.000321560935        0.000756271997	  248       74.400000000000        0.000406113160        0.000120863150	  248       74.400000000000        0.000599132427        0.000167697034	  248       74.400000000000        0.000049589172       -0.000206247576
  249       74.700000000000       -0.000294585466       -0.000411909902	  249       74.700000000000        0.000129302931       -0.000727146782	  249       74.700000000000        0.000535501745        0.000321691818	  249       74.700000000000        0.000212049162       -0.000601229098
  250       75.000000000000       -0.000247618844        0.000287872351	  250       75.000000000000       -0.000174476354       -0.000044892824	  250       75.000000000000        0.000317585327        0.000048546827	  250       75.000000000000        0.000292431128        0.000139356587
  251       75.300000000000       -0.000240278109       -0.000511580534	  251       75.300000000000       -0.000337768664       -0.000348857891	  251       75.300000000000        0.000172825522        0.000640113004	  251       75.300000000000        0.000132859760       -0.000154023840
  252       75.600000000000       -0.000175651973       -0.000113318185	  252       75.600000000000       -0.000235278613        0.000139738519	  252       75.600000000000        0.000100486566        0.000826936190	  252       75.600000000000        0.000145776674       -0.000161601719
  253       75.900000000000       -0.000157538402       -0.000263920827	  253       75.900000000000        0.000012712945       -0.000468183845	  253       75.900000000000        0.000061706527        0.000233057951	  253       75.900000000000        0.000308262276        0.000165399130
  254       76.200000000000       -0.000246500234       -0.000280456588	  254       76.200000000000        0.000142842800        0.000038191730	  254       76.200000000000        0.000112817507        0.000897493033	  254       76.200000000000        0.000408339850        0.000402176636
  255       76.500000000000       -0.000237475325        0.001004079472	  255       76.500000000000        0.000151843656        0.000676446814	  255       76.500000000000        0.000256143195        0.000416479552	  255       76.500000000000        0.000397285259        0.000100286487
  256       76.800000000000       -0.000084003777        0.000628446855	  256       76.800000000000        0.000146462519       -0.000398854282	  256       76.800000000000        0.000306455966       -0.000255657936	  256       76.800000000000        0.000494480850       -0.000405775540
  257       77.100000000000       -0.000063749719        0.000015217854	  257       77.100000000000        0.000074237599        0.000369210676	  257       77.100000000000        0.000227147345       -0.001115928214	  257       77.100000000000        0.000362165053        0.000986844394
  258       77.400000000000       -0.000232447371       -0.000193096856	  258       77.400000000000        0.000115690387       -0.000083879150	  258       77.400000000000        0.000153762505       -0.001151967932	  258       77.400000000000        0.000384619926        0.000672411004
  259       77.700000000000       -0.000166356092       -0.000275360310	  259       77.700000000000        0.000318231088        0.000432078654	  259       77.700000000000        0.000034371866       -0.000334795943	  259       77.700000000000        0.000457983305       -0.000669482454
  260       78.000000000000        0.000157839204        0.000368746730	  260       78.000000000000        0.000229444929       -0.000689975459	  260       78.000000000000        0.000092320311        0.000024251174	  260       78.000000000000        0.000289255814       -0.000312903699
  261       78.300000000000        0.000253572992       -0.000200126207	  261       78.300000000000       -0.000027605669        0.000097999083	  261       78.300000000000        0.000056386238       -0.000015535183	  261       78.300000000000        0.000107810493        0.000329054366
  262       78.600000000000        0.000082075281       -0.000414726666	  262       78.600000000000       -0.000099098924       -0.000012949056	  262       78.600000000000        0.000016137149       -0.000137643674	  262       78.600000000000        0.000027955095       -0.000189355473
  263       78.900000000000        0.000330753085       -0.000332353476	  263       78.900000000000       -0.000036113261        0.000551395289	  263       78.900000000000        0.000152549030        0.000009455973	  263       78.900000000000        0.000051179116       -0.000729126453
  264       79.200000000000        0.000428790268        0.000701904297	  264       79.200000000000        0.000053842602       -0.000757237410	  264       79.200000000000        0.000270458047       -0.000544662760	  264       79.200000000000        0.000065615697       -0.000218727422
  265       79.500000000000        0.000524753159       -0.000180047502	  265       79.500000000000        0.000026163809        0.000440823261	  265       79.500000000000        0.000283803764       -0.000007798544	  265       79.500000000000        0.000130542656        0.000046806350
  266       79.800000000000        0.000787129263       -0.000484975648	  266       79.800000000000       -0.000158527900       -0.000317941686	  266       79.800000000000        0.000174033676        0.000178621083	  266       79.800000000000        0.000171136765        0.000426508320
  267       80.100000000000        0.000866322943       -0.000185143483	  267       80.100000000000       -0.000148568264        0.000239459194	  267       80.100000000000       -0.000021175766       -0.000108037286	  267       80.100000000000       -0.000012456643       -0.000101967960
  268       80.400000000000        0.000768434470       -0.000162034872	  268       80.400000000000       -0.000028566008       -0.000275913614	  268       80.400000000000       -0.000130326458        0.000062633083	  268       80.400000000000        0.000130402692        0.000819036083
  269       80.700000000000        0.000691984717        0.000716583432	  269       80.700000000000       -0.000070971461       -0.000382094499	  269       80.700000000000       -0.000284556932       -0.000334294709	  269       80.700000000000        0.000428459477        0.000510659957
  270       81.000000000000        0.000904944443        0.000122109177	  270       81.000000000000       -0.000016896595        0.001054309375	  270       81.000000000000       -0.000391145532       -0.000010938473	  270       81.000000000000        0.000589629318        0.000679589826
  271       81.300000000000        0.000826806552        0.000411572537	  271       81.300000000000        0.000070036535       -0.000345745296	  271       81.300000000000       -0.000234104585        0.001148608894	  271       81.300000000000        0.000643950836        0.000209843147
  272       81.600000000000        0.000457424468        0.000266060870	  272       81.600000000000        0.000116147464       -0.000302746506	  272       81.600000000000       -0.000250558298       -0.000154197283	  272       81.600000000000        0.000637211919        0.000381500010
  273       81.900000000000        0.000318121491       -0.000102146816	  273       81.900000000000       -0.000007971316        0.000178777656	  273       81.900000000000       -0.000175347337        0.000062831175	  273       81.900000000000        0.000839466339        0.000194746212
  274       82.200000000000        0.000415815806        0.000063320720	  274       82.200000000000       -0.000193681502        0.000720666921	  274       82.200000000000       -0.000072047832       -0.000584409150	  274       82.200000000000        0.000805862679        0.000213840472
  275       82.500000000000        0.000502290796       -0.000345994312	  275       82.500000000000       -0.000110585360       -0.000923934183	  275       82.500000000000        0.000127630719        0.000549021245	  275       82.500000000000        0.000738927397       -0.000166378517
  276       82.800000000000        0.000476062014        0.000006831460	  276       82.800000000000       -0.000091349764        0.000075592070	  276       82.800000000000        0.000326463469       -0.000293997452	  276       82.800000000000        0.000920777293        0.000878227200
  277       83.100000000000        0.000434733983        0.000993523781	  277       83.100000000000       -0.000088760428        0.000067474024	  277       83.100000000000        0.000200763762       -0.000346022377	  277       83.100000000000        0.000762014983        0.000496774663
  278       83.400000000000        0.000367927448        0.000104407694	  278       83.400000000000        0.000028436599       -0.000499035003	  278       83.400000000000        0.000342657331       -0.000170051651	  278       83.400000000000        0.000614892008        0.001080003483
  279       83.700000000000        0.000329622377       -0.000338279264	  279       83.700000000000        0.000061436958       -0.000207417527	  279       83.700000000000        0.000423869742        0.000090856273	  279       83.700000000000        0.000618563980        0.000624636268
  280       84.000000000000        0.000240226048       -0.000502644151	  280       84.000000000000        0.000123104940       -0.000981355639	  280       84.000000000000        0.000313346971       -0.000140603279	  280       84.000000000000        0.000442568432        0.000736304312
