   24        7.200000000000       -0.000134541253        0.000124356964	   24        7.200000000000        0.001654640491        0.000493926208	   24        7.200000000000        0.018332735729       -0.000057829646	   24        7.200000000000        0.049766478056       -0.000455693092
   25        7.500000000000       -0.000157336114        0.000356428827	   25        7.500000000000        0.001205952819        0.000535293555	   25        7.500000000000        0.016065094697       -0.000433721474	   25        7.500000000000        0.045957488654       -0.000474941698
   26        7.800000000000        0.000146993853        0.000199751135	   26        7.800000000000        0.001075999425       -0.000303155472	   26        7.800000000000        0.014226039491        0.000177100600	   26        7.800000000000        0.042506665029        0.000476081680
   27        8.100000000000        0.000352264227        0.000233322052	   27        8.100000000000        0.000975641453       -0.000236360924	   27        8.100000000000        0.012670130892       -0.000003518924	   27        8.100000000000        0.039499169819       -0.000403604285
   28        8.400000000000        0.000360473534        0.000614025017	   28        8.400000000000        0.000798942750        0.000127240460	   28        8.400000000000        0.011395751983       -0.000445674519	   28        8.400000000000        0.036644003490       -0.000052774002
   29        8.700000000000        0.000331992285        0.000691996439	   29        8.700000000000        0.000617892743       -0.000090157020	   29        8.700000000000        0.010479146870        0.000781672399	   29        8.700000000000        0.033851093895       -0.000178139803
   30        9.000000000000        0.000221201778        0.000198627709	   30        9.000000000000        0.000421066079        0.000722673088	   30        9.000000000000        0.009495899928        0.000147476567	   30        9.000000000000        0.031653140468       -0.000007987752
   31        9.300000000000        0.000031367528        0.000167849915	   31        9.300000000000        0.000265638284       -0.000732625597	   31        9.300000000000        0.008654865384        0.000106491297	   31        9.300000000000        0.029280847978       -0.000155407779
   32        9.600000000000       -0.000036550650        0.000248749508	   32        9.600000000000        0.000151931137       -0.000149526678	   32        9.600000000000        0.007907758394       -0.000023216267	   32        9.600000000000        0.026972188908        0.000015355736
   33        9.900000000000       -0.000080493788       -0.000510510745	   33        9.900000000000        0.000008753494        0.000148308964	   33        9.900000000000        0.007069870441       -0.000113720089	   33        9.900000000000        0.025191562012       -0.000113923109
   34       10.200000000000       -0.000104762336       -0.000035314015	   34       10.200000000000       -0.000086663966       -0.000168440142	   34       10.200000000000        0.006366475696       -0.000025572543	   34       10.200000000000        0.023311246573       -0.000157637270
   35       10.500000000000       -0.000039047992       -0.000502627240	   35       10.500000000000       -0.000243381298        0.000146110102	   35       10.500000000000        0.005679377590       -0.000108154139	   35       10.500000000000        0.021546402788        0.000312867268
   36       10.800000000000        0.000064285093       -0.000214845054	   36       10.800000000000       -0.000262180451        0.000497027242	   36       10.800000000000        0.005117139138       -0.000255219085	   36       10.800000000000        0.020006074602       -0.000265140020
   37       11.100000000000        0.000068226468        0.000083149265	   37       11.100000000000       -0.000431811539       -0.000226521348	   37       11.100000000000        0.004435781907       -0.001087296295	   37       11.100000000000        0.018544920623        0.001028549774
   38       11.400000000000        0.000261873549       -0.000092245216	   38       11.400000000000       -0.000509233258        0.000099074204	   38       11.400000000000        0.003903793033       -0.000354375878	   38       11.400000000000        0.017006836608       -0.000136007321
   39       11.700000000000        0.000332906217       -0.000271174616	   39       11.700000000000       -0.000537560418       -0.000657046238	   39       11.700000000000        0.003523246982       -0.000613897358	   39       11.700000000000        0.015622496295       -0.000291810281
   40       12.000000000000        0.000123582540        0.000225752900	   40       12.000000000000       -0.000584454663        0.000368701290	   40       12.000000000000        0.003020820491        0.000266987537	   40       12.000000000000        0.014506121600        0.000471702719
   41       12.300000000000       -0.000137356790        0.000196810626	   41       12.300000000000       -0.000417662235        0.000322976020	   41       12.300000000000        0.002734234441       -0.000396310962	   41       12.300000000000        0.013504994576        0.000648136689
   42       12.600000000000       -0.000101741832       -0.000313623821	   42       12.600000000000       -0.000469189142       -0.000343323426	   42       12.600000000000        0.002642306834       -0.000081156993	   42       12.600000000000        0.012374188949       -0.000260646183
   43       12.900000000000       -0.000087599537        0.000020438580	   43       12.900000000000       -0.000264950375       -0.000171516785	   43       12.900000000000        0.002243268746        0.000326860348	   43       12.900000000000        0.011505898119        0.000402108676
   44       13.200000000000       -0.000251996813       -0.000015326866	   44       13.200000000000       -0.000004669985       -0.000171637001	   44       13.200000000000        0.001888080034       -0.000487560814	   44       13.200000000000        0.010824163871        0.000219218967
   45       13.500000000000       -0.000340380382        0.000239023678	   45       13.500000000000       -0.000070835513        0.000036400373	   45       13.500000000000        0.001402478422       -0.000038177032	   45       13.500000000000        0.010008891228        0.000385900599
   46       13.800000000000       -0.000234350614       -0.000181632702	   46       13.800000000000        0.000017329886        0.000672334136	   46       13.800000000000        0.000880876060        0.000104605126	   46       13.800000000000        0.009204499686        0.000471909432
   47       14.100000000000        0.000180871567       -0.000172149229	   47       14.100000000000        0.000011235889       -0.000250585780	   47       14.100000000000        0.000921557621        0.000465372230	   47       14.100000000000        0.008576300761        0.000084080246
   48       14.400000000000        0.000250177022       -0.000346934273	   48       14.400000000000       -0.000107127347        0.000000691480	   48       14.400000000000        0.000787605654        0.000476224029	   48       14.400000000000        0.008095175772        0.000309577926
   49       14.700000000000        0.000314186780        0.000311726785	   49       14.700000000000       -0.000252101195       -0.000362438812	   49       14.700000000000        0.000449452884        0.000090417064	   49       14.700000000000        0.007559539493        0.000053409128
   50       15.000000000000        0.000285658462       -0.000358104388	   50       15.000000000000       -0.000469536397       -0.000073320127	   50       15.000000000000        0.000599675895        0.000004400676	   50       15.000000000000        0.006968466927        0.000579171208
   51       15.300000000000        0.000161642595        0.000341886657	   51       15.300000000000       -0.000497902131       -0.000242890330	   51       15.300000000000        0.000770740010       -0.000290498220	   51       15.300000000000        0.006520245689       -0.000367583454
   52       15.600000000000       -0.000102419746       -0.000037982508	   52       15.600000000000       -0.000506353785        0.000054164816	   52       15.600000000000        0.000681550819       -0.000280648966	   52       15.600000000000        0.006294621963       -0.000220480858
   53       15.900000000000       -0.000198217200       -0.000721712039	   53       15.900000000000       -0.000517993174        0.000084414239	   53       15.900000000000        0.000596350920        0.000263833367	   53       15.900000000000        0.005974138498        0.000114538169
   54       16.200000000000       -0.000005152227        0.000307623442	   54       16.200000000000       -0.000521285105       -0.000075124456	   54       16.200000000000        0.000251198352        0.000920618833	   54       16.200000000000        0.005296871056        0.001012485698
   55       16.500000000000        0.000238792771       -0.000049228114	   55       16.500000000000       -0.000527676013        0.000076596488	   55       16.500000000000        0.000170813791        0.000572600419	   55       16.500000000000        0.004653188104        0.001602966331
   56       16.800000000000        0.000654758802       -0.000518691194	   56       16.800000000000       -0.000565426524       -0.000518452353	   56       16.800000000000        0.000295644571       -0.000055213034	   56       16.800000000000        0.004449988747        0.000158723064
   57       17.100000000000        0.000723244389       -0.000323027301	   57       17.100000000000       -0.000494713598       -0.000033808340	   57       17.100000000000        0.000276682343        0.000469569204	   57       17.100000000000        0.004215649900       -0.000550477955
   58       17.400000000000        0.000211502399        0.000105966659	   58       17.400000000000       -0.000312013136       -0.000316636175	   58       17.400000000000        0.000153332477       -0.000317893845	   58       17.400000000000        0.003983592947       -0.000153135514
   59       17.700000000000       -0.000017036712        0.000213916417	   59       17.700000000000       -0.000203005859        0.000939089179	   59       17.700000000000        0.000056335826        0.000486608624	   59       17.700000000000        0.003796095322        0.000565787484
   60       18.000000000000       -0.000004519792        0.000004911295	   60       18.000000000000        0.000066359387       -0.000108399754	   60       18.000000000000        0.000272846749        0.000121244368	   60       18.000000000000        0.003428709941        0.000462365436
   61       18.300000000000        0.000150895635       -0.000377763200	   61       18.300000000000        0.000108836132       -0.000031008639	   61       18.300000000000        0.000142298781        0.000647895190	   61       18.300000000000        0.003031034262       -0.000080836345
   62       18.600000000000        0.000387063731       -0.000176034556	   62       18.600000000000        0.000099729955        0.000279770412	   62       18.600000000000       -0.000032230401       -0.000092032263	   62       18.600000000000        0.002738301653       -0.000354722713
   63       18.900000000000        0.000417910378       -0.000375997153	   63       18.900000000000        0.000223492376       -0.000422685799	   63       18.900000000000        0.000186944732        0.000447817175	   63       18.900000000000        0.002606933287        0.000565127235
   64       19.200000000000        0.000183450013       -0.000961362826	   64       19.200000000000        0.000245393905        0.000333639653	   64       19.200000000000        0.000428820961        0.001436235576	   64       19.200000000000        0.002387993079        0.000477387205
   65       19.500000000000       -0.000026345705       -0.000739656928	   65       19.500000000000        0.000160458542        0.000717032365	   65       19.500000000000        0.000462209283        0.000285803666	   65       19.500000000000        0.002323171518       -0.000048747174
   66       19.800000000000       -0.000075750407       -0.001037979099	   66       19.800000000000        0.000104865202        0.000099424899	   66       19.800000000000        0.000222266944        0.000353022272	   66       19.800000000000        0.002246836675       -0.000073667127
   67       20.100000000000       -0.000213376353       -0.000071713904	   67       20.100000000000        0.000149128187        0.000728763755	   67       20.100000000000        0.000451352427        0.000052754667	   67       20.100000000000        0.002177955794        0.000204365965
   68       20.400000000000       -0.000209156894        0.000881532717	   68       20.400000000000        0.000286575457       -0.000078662472	   68       20.400000000000        0.000692051225       -0.000705766890	   68       20.400000000000        0.002258378556       -0.000172824960
   69       20.700000000000       -0.000200697918       -0.000557842301	   69       20.700000000000        0.000259350603        0.000491918540	   69       20.700000000000        0.000614549056       -0.000105336666	   69       20.700000000000        0.002027665946       -0.000122949398
   70       21.000000000000       -0.000356926023       -0.000579127367	   70       21.000000000000        0.000087671371        0.000042244119	   70       21.000000000000        0.000391956933        0.000461360561	   70       21.000000000000        0.001874991042        0.000735009247
   71       21.300000000000       -0.000415937657       -0.000124145603	   71       21.300000000000        0.000033038028        0.000505099685	   71       21.300000000000        0.000256660375       -0.000229894130	   71       21.300000000000        0.001728304451       -0.000281503764
   72       21.600000000000       -0.000512300672       -0.000871294390	   72       21.600000000000        0.000116229167       -0.000008254016	   72       21.600000000000        0.000319496903       -0.000261537398	   72       21.600000000000        0.001619064798       -0.000079172789
   73       21.900000000000       -0.000467990484       -0.000710454309	   73       21.900000000000        0.000021231240        0.000434740788	   73       21.900000000000        0.000117315184        0.000437866850	   73       21.900000000000        0.001603244869        0.000261255239
   74       22.200000000000       -0.000221926283       -0.000316403086	   74       22.200000000000       -0.000253593236        0.000331830855	   74       22.200000000000       -0.000075487706        0.000116190468	   74       22.200000000000        0.001479255083       -0.000041399057
   75       22.500000000000       -0.000074399904       -0.000590317118	   75       22.500000000000       -0.000469174575       -0.000245011923	   75       22.500000000000        0.000108182170       -0.000606955882	   75       22.500000000000        0.001470185941        0.000565981438
   76       22.800000000000       -0.000132072340        0.000017392376	   76       22.800000000000       -0.000372762990        0.000619258599	   76       22.800000000000        0.000586313506       -0.000497627820	   76       22.800000000000        0.001318890930       -0.000088289129
   77       23.100000000000       -0.000368128987        0.000982801710	   77       23.100000000000       -0.000188296597        0.000843514535	   77       23.100000000000        0.000725953561       -0.000645390404	   77       23.100000000000        0.001205258379        0.000340931526
   78       23.400000000000       -0.000447804699       -0.000137404267	   78       23.400000000000       -0.000123748469       -0.000608950152	   78       23.400000000000        0.000569108591       -0.000007796427	   78       23.400000000000        0.001243880952       -0.000185119541
   79       23.700000000000       -0.000496262543        0.000120072310	   79       23.700000000000        0.000108760561       -0.000457587820	   79       23.700000000000        0.000549092481        0.000732225710	   79       23.700000000000        0.001167780254        0.000253667738
   80       24.000000000000       -0.000483468568       -0.001185834426	   80       24.000000000000        0.000453113372        0.000013378444	   80       24.000000000000        0.000760992627       -0.000079616426	   80       24.000000000000        0.001254861141       -0.000056669163
   81       24.300000000000       -0.000399180169        0.001181488347	   81       24.300000000000        0.000593255605       -0.000628156343	   81       24.300000000000        0.000701727060       -0.000468699273	   81       24.300000000000        0.001082314255       -0.001393183368
   82       24.600000000000       -0.000476543983        0.000502808314	   82       24.600000000000        0.000329234566       -0.000393888559	   82       24.600000000000        0.000538111511        0.000761977247	   82       24.600000000000        0.000978238646       -0.000650950020
   83       24.900000000000       -0.000385062835        0.000048600306	   83       24.900000000000        0.000098012965        0.000044966570	   83       24.900000000000        0.000516978349        0.000192395300	   83       24.900000000000        0.000928665529        0.000695696412
   84       25.200000000000       -0.000145074055        0.000736939445	   84       25.200000000000       -0.000000454179       -0.000819361607	   84       25.200000000000        0.000535781708       -0.000669008242	   84       25.200000000000        0.000998292964       -0.000192529115
   85       25.500000000000       -0.000154962656       -0.001043950435	   85       25.500000000000       -0.000112286286       -0.000292502874	   85       25.500000000000        0.000698596664       -0.001185423292	   85       25.500000000000        0.001196732798       -0.000770972444
   86       25.800000000000       -0.000330379433       -0.000561417941	   86       25.800000000000       -0.000093611284        0.000382084733	   86       25.800000000000        0.000525242798       -0.000332564222	   86       25.800000000000        0.001156888630        0.000103175434
   87       26.100000000000       -0.000287742170       -0.000108157470	   87       26.100000000000       -0.000008989105        0.000337125334	   87       26.100000000000        0.000308797402        0.000749092276	   87       26.100000000000        0.001127705280        0.001105456010
   88       26.400000000000       -0.000053076707        0.000646295319	   88       26.400000000000       -0.000014777308        0.000846464518	   88       26.400000000000        0.000447308495       -0.000071635628	   88       26.400000000000        0.001149051904       -0.000687733576
   89       26.700000000000        0.000077744606        0.000108366256	   89       26.700000000000       -0.000209777764       -0.000039252506	   89       26.700000000000        0.000371505420       -0.000208132225	   89       26.700000000000        0.001101846950        0.000234628436
   90       27.000000000000        0.000231484339        0.000350985998	   90       27.000000000000       -0.000175392355       -0.000221121041	   90       27.000000000000        0.000263119361        0.000231001102	   90       27.000000000000        0.001097180281       -0.000395972010
   91       27.300000000000        0.000264500153        0.000121668846	   91       27.300000000000        0.000110754192       -0.000489910030	   91       27.300000000000        0.000223808482        0.000594787970	   91       27.300000000000        0.001376000302        0.000054153843
   92       27.600000000000        0.000017944977        0.000039336607	   92       27.600000000000        0.000393567834       -0.000244093381	   92       27.600000000000        0.000163585053       -0.000073361327	   92       27.600000000000        0.001384135261       -0.000068168208
   93       27.900000000000       -0.000082807517        0.000877438979	   93       27.900000000000        0.000642984840       -0.000450005929	   93       27.900000000000        0.000221514638       -0.000704009069	   93       27.900000000000        0.001117572034        0.000463068134
   94       28.200000000000       -0.000039151435       -0.000217370114	   94       28.200000000000        0.000680432057        0.000088520083	   94       28.200000000000        0.000133016382       -0.000045300088	   94       28.200000000000        0.001163421630        0.000374527659
   95       28.500000000000        0.000059764398       -0.000884010280	   95       28.500000000000        0.000529535771       -0.000740830482	   95       28.500000000000       -0.000126012911        0.000295719105	   95       28.500000000000        0.001316265857       -0.000708459027
   96       28.800000000000        0.000052444123        0.000113186108	   96       28.800000000000        0.000557202978       -0.000258655768	   96       28.800000000000       -0.000109258673        0.000289524043	   96       28.800000000000        0.001186125332        0.000085429650
   97       29.100000000000        0.000011172784        0.000229086472	   97       29.100000000000        0.000511332721        0.000532804615	   97       29.100000000000        0.000069737249        0.000947187725	   97       29.100000000000        0.000804194737       -0.000107937181
   98       29.400000000000        0.000052634806       -0.000357867399	   98       29.400000000000        0.000608660622        0.000180201451	   98       29.400000000000        0.000303892042       -0.000472784544	   98       29.400000000000        0.000700253179       -0.000312595001
   99       29.700000000000        0.000044399234       -0.000249990343	   99       29.700000000000        0.000705718926        0.000426567824	   99       29.700000000000        0.000514873594        0.000174793809	   99       29.700000000000        0.000675273090        0.000403992528
  100       30.000000000000       -0.000124972675        0.000395613679	  100       30.000000000000        0.000233110244        0.000624173781	  100       30.000000000000        0.000395811857        0.000683856574	  100       30.000000000000        0.000534072842       -0.000315429257
  101       30.300000000000       -0.000196297792        0.000720962474	  101       30.300000000000       -0.000181791115        0.000329882906	  101       30.300000000000        0.000224257775       -0.000356902407	  101       30.300000000000        0.000561390376        0.000387247723
  102       30.600000000000       -0.000102777714        0.000247573369	  102       30.600000000000       -0.000038121930       -0.000729607808	  102       30.600000000000        0.000128098564       -0.000211011948	  102       30.600000000000        0.000728641794       -0.000544126287
  103       30.900000000000       -0.000048686935        0.000373108953	  103       30.900000000000        0.000181284165        0.000177765647	  103       30.900000000000        0.000244446125        0.000114994234	  103       30.900000000000        0.000692372904       -0.000100238869
  104       31.200000000000        0.000197576548        0.000745195424	  104       31.200000000000        0.000250839194       -0.000143971412	  104       31.200000000000        0.000194852266       -0.000980701466	  104       31.200000000000        0.000613939062       -0.000526978796
  105       31.500000000000        0.000468789658        0.000215825342	  105       31.500000000000        0.000368214667        0.000634542171	  105       31.500000000000        0.000166468163        0.000179690663	  105       31.500000000000        0.000402274901       -0.000021922416
  106       31.800000000000        0.000420633528       -0.000063625206	  106       31.800000000000        0.000440967772       -0.000115428623	  106       31.800000000000        0.000132009867       -0.000143397612	  106       31.800000000000        0.000277659152        0.000531784654
  107       32.100000000000        0.000350358463       -0.000481558255	  107       32.100000000000        0.000120669617       -0.000374443825	  107       32.100000000000        0.000024939056       -0.000798571495	  107       32.100000000000        0.000439216618       -0.000095391090
  108       32.400000000000        0.000403130111       -0.001289599083	  108       32.400000000000       -0.000201769808        0.000986908959	  108       32.400000000000        0.000073406568       -0.000146431057	  108       32.400000000000        0.000455684897        0.000303295941
  109       32.700000000000        0.000458198061       -0.000255453074	  109       32.700000000000       -0.000228798812        0.000237941329	  109       32.700000000000        0.000196722808       -0.000406636458	  109       32.700000000000        0.000583020630       -0.000231371328
  110       33.000000000000        0.000577396570       -0.000138559693	  110       33.000000000000       -0.000099530506       -0.000251541648	  110       33.000000000000        0.000282333170       -0.000001682663	  110       33.000000000000        0.000739129267       -0.000283810054
  111       33.300000000000        0.000630165830        0.000111825508	  111       33.300000000000       -0.000074250099       -0.000232047753	  111       33.300000000000        0.000258138683       -0.000000667646	  111       33.300000000000        0.000710850437       -0.000409209587
  112       33.600000000000        0.000627037323       -0.000062467666	  112       33.600000000000       -0.000263278133        0.000076079723	  112       33.600000000000        0.000320741387        0.000320292817	  112       33.600000000000        0.000539940682       -0.000524718087
  113       33.900000000000        0.000775033532        0.000442748956	  113       33.900000000000       -0.000328955234       -0.000464180808	  113       33.900000000000        0.000340743851        0.000313496921	  113       33.900000000000        0.000340180057       -0.000407287197
  114       34.200000000000        0.000711527040        0.000301635990	  114       34.200000000000       -0.000032653218        0.000701609795	  114       34.200000000000        0.000219601445        0.000500847123	  114       34.200000000000        0.000305389331        0.000079495851
  115       34.500000000000        0.000322379768        0.000379600985	  115       34.500000000000        0.000326186835       -0.000140541982	  115       34.500000000000        0.000002456868       -0.000291415976	  115       34.500000000000        0.000281118818        0.000131358865
  116       34.800000000000        0.000269864553        0.000908709567	  116       34.800000000000        0.000278853597        0.000450609562	  116       34.800000000000        0.000032844522        0.000025312968	  116       34.800000000000        0.000252117787       -0.000176797772
  117       35.100000000000        0.000112577134       -0.000910280212	  117       35.100000000000        0.000061123850        0.000608027236	  117       35.100000000000        0.000207092096       -0.000173439442	  117       35.100000000000        0.000039590209        0.000071951505
  118       35.400000000000       -0.000243584715       -0.000049681852	  118       35.400000000000       -0.000061457555       -0.001020330372	  118       35.400000000000        0.000291435597        0.000386004491	  118       35.400000000000        0.000028022019       -0.000738981962
  119       35.700000000000       -0.000618072266       -0.000375649685	  119       35.700000000000       -0.000077768917       -0.000659702531	  119       35.700000000000        0.000265202601        0.000065532774	  119       35.700000000000        0.000326727720       -0.000839058087
  120       36.000000000000       -0.000694481605        0.000224786966	  120       36.000000000000        0.000152124644       -0.000363399761	  120       36.000000000000        0.000190964185       -0.001141613242	  120       36.000000000000        0.000415993237       -0.000031360603
  121       36.300000000000       -0.000435179489       -0.000044153513	  121       36.300000000000        0.000373565255       -0.000505427085	  121       36.300000000000       -0.000162046093       -0.000531503970	  121       36.300000000000        0.000273350719        0.000064059799
  122       36.600000000000       -0.000246677431       -0.000584967892	  122       36.600000000000        0.000249680324        0.000245155602	  122       36.600000000000       -0.000365061256        0.000366947398	  122       36.600000000000        0.000076796962        0.000865335319
  123       36.900000000000       -0.000334066708        0.000037030866	  123       36.900000000000        0.000140942137        0.000907583652	  123       36.900000000000       -0.000515967617       -0.000418914251	  123       36.900000000000       -0.000034679873        0.000575198221
  124       37.200000000000       -0.000505453247       -0.000318339681	  124       37.200000000000        0.000349303754        0.001078327101	  124       37.200000000000       -0.000664027950        0.000509148094	  124       37.200000000000       -0.000167186634        0.000628491110
  125       37.500000000000       -0.000604318826        0.000538126855	  125       37.500000000000        0.000653510987       -0.000099500379	  125       37.500000000000       -0.000628358053       -0.000281688514	  125       37.500000000000       -0.000077806392        0.000783876460
  126       37.800000000000       -0.000598079670       -0.000234603741	  126       37.800000000000        0.000810524902       -0.000306504450	  126       37.800000000000       -0.000566711143       -0.000358853096	  126       37.800000000000        0.000013735872        0.000620813460
  127       38.100000000000       -0.000516837152       -0.000196868940	  127       38.100000000000        0.000459160313        0.000216266715	  127       38.100000000000       -0.000530425837        0.000324334018	  127       38.100000000000        0.000064522822        0.000095232175
  128       38.400000000000       -0.000271868561        0.000221678267	  128       38.400000000000       -0.000022661719        0.000199102275	  128       38.400000000000       -0.000430566842        0.000110968305	  128       38.400000000000        0.000139502889        0.000192557067
  129       38.700000000000       -0.000068189623       -0.000053813858	  129       38.700000000000       -0.000246495830        0.000452444315	  129       38.700000000000       -0.000474192882        0.000333936584	  129       38.700000000000       -0.000015892263       -0.000049632120
  130       39.000000000000       -0.000156606503       -0.000482254430	  130       39.000000000000       -0.000263484742       -0.000297001800	  130       39.000000000000       -0.000323594492        0.000033034565	  130       39.000000000000       -0.000166175201        0.000124010744
  131       39.300000000000       -0.000067412865       -0.000164373899	  131       39.300000000000       -0.000445067582        0.000522379401	  131       39.300000000000       -0.000143715711        0.000114869819	  131       39.300000000000       -0.000152120009       -0.000151576743
  132       39.600000000000        0.000085443165       -0.000502334158	  132       39.600000000000       -0.000387904770       -0.000460353249	  132       39.600000000000       -0.000025645965       -0.000107990808	  132       39.600000000000       -0.000273758091        0.000033615895
  133       39.900000000000       -0.000018271308        0.000176474726	  133       39.900000000000       -0.000182641722       -0.000861569162	  133       39.900000000000        0.000089518495        0.000719869369	  133       39.900000000000       -0.000359818059        0.000040979197
  134       40.200000000000       -0.000102240020       -0.000033155817	  134       40.200000000000        0.000114180453       -0.000442498317	  134       40.200000000000        0.000299303415       -0.000288149425	  134       40.200000000000       -0.000437884300       -0.000159839275
  135       40.500000000000        0.000059046670       -0.000068441327	  135       40.500000000000        0.000263893766       -0.000168588316	  135       40.500000000000        0.000154302947        0.000235381898	  135       40.500000000000       -0.000288308669       -0.000054925789
  136       40.800000000000        0.000093957757        0.000021366376	  136       40.800000000000        0.000176932681        0.000398982940	  136       40.800000000000       -0.000026806882       -0.000143927849	  136       40.800000000000       -0.000149005762       -0.000611241333
  137       41.100000000000        0.000205759796        0.000607935988	  137       41.100000000000        0.000122056082       -0.000434208450	  137       41.100000000000        0.000175829557        0.000248154562	  137       41.100000000000       -0.000320822569       -0.000976463437
  138       41.400000000000        0.000255520141       -0.000708217507	  138       41.400000000000        0.000138332086       -0.000139220106	  138       41.400000000000        0.000303275264       -0.000257975206	  138       41.400000000000       -0.000324341417        0.000656287489
  139       41.700000000000       -0.000000834087       -0.000335980009	  139       41.700000000000        0.000034837400        0.000520268018	  139       41.700000000000        0.000358663738       -0.000150230241	  139       41.700000000000       -0.000209920059        0.000097642068
  140       42.000000000000       -0.000386287164       -0.000721981552	  140       42.000000000000       -0.000075469859        0.000781422915	  140       42.000000000000        0.000246461102       -0.000072921860	  140       42.000000000000       -0.000275553975       -0.000103187430
