  0.1,     955,      2.58397243
  0.2,     448,      1.31033325
  0.4,     268,      0.71644344
  0.6,     161,      0.54088114
  0.8,     130,      0.47365067
  1.0,     149,      0.44246344
  1.2,     174,      0.43705640
  1.4,     169,      0.43756554
  1.6,     164,      0.45075849
  1.8,     184,      0.46712829
  2.0,     103,      0.48617445
  4.0,     100,      0.75577929
   10,     324,      1.70014293
   20,     596,      3.16937907
   40,     766,      5.18269590
   50,     891,      5.72858463
  100,     889,      6.66283541
  200,     881,      6.64050425
  300,     863,      6.70385550
  100,     889,      6.66283541
10000,     951,      6.73055327
  0.1,    1901,      2.61352185
  0.2,    1717,      1.28933916
  0.4,   39240,      0.62071484
  0.6,   19817,      0.57938114
  1.0,   91548,      0.40521345
  1.2,  282264,      0.34956435
  1.4,   30054,      0.39932568
  1.6,  219423,      0.43178323
  2.0,   20975,      0.42890856
  4.0,    4904,      0.75733988
   10,    1106,      1.70250256
   20,    1151,      3.13017886
   40,     943,      5.18802288
   50,    2067,      5.86819670
  100,    1013,      6.67243038
  200,    3058,      6.35766703
  300,     944,      6.70896617
  100,    1013,      6.67243038
10000,    1085,      6.73954310
