  0.1,     183,      7.47671172
  0.2,     131,      3.85554302
  0.4,      82,      2.01789767
  0.6,      96,      1.41702466
  0.8,      74,      1.12689462
  1.0,     233,      0.95187469
  1.2,     158,      0.84836672
  1.4,     115,      0.77312297
  1.6,      32,      0.72056348
  1.8,     123,      0.68169155
  2.0,      49,      0.65398994
  4.0,      58,      0.58359192
   10,     193,      0.65141650
   20,     110,      0.68160863
   40,      82,      0.68305187
   50,     112,      0.68168715
  100,      52,      0.68335660
  200,      82,      0.68128146
  300,      77,      0.68178468
  100,      52,      0.68335660
10000,      47,      0.68067918
  0.1,     183,      7.47671172
  0.2,     131,      3.85554302
  0.4,      82,      2.01789767
  0.6,      96,      1.41702466
  0.8,      74,      1.12689462
  1.0,     233,      0.95187469
  1.2,     158,      0.84836672
  1.4,     115,      0.77312297
  1.6,      32,      0.72056348
  1.8,     123,      0.68169155
  2.0,      49,      0.65398994
  4.0,      58,      0.58359192
   10,     193,      0.65141650
   20,     110,      0.68160863
   40,      82,      0.68305187
   50,     112,      0.68168715
  100,      52,      0.68335660
  200,      82,      0.68128146
  300,      77,      0.68178468
  100,      52,      0.68335660
10000,      47,      0.68067918
  0.1,     183,      7.47671172
  0.2,     131,      3.85554302
  0.4,      82,      2.01789767
  0.6,      96,      1.41702466
  0.8,      74,      1.12689462
  1.0,     233,      0.95187469
  1.2,     158,      0.84836672
  1.4,     115,      0.77312297
  1.6,      32,      0.72056348
  1.8,     123,      0.68169155
  2.0,      49,      0.65398994
  4.0,      58,      0.58359192
   10,     193,      0.65141650
   20,     110,      0.68160863
   40,      82,      0.68305187
   50,     112,      0.68168715
  100,      52,      0.68335660
  200,      82,      0.68128146
  300,      77,      0.68178468
  100,      52,      0.68335660
10000,      47,      0.68067918
  0.1,    4276,      7.38311431
  0.2,   38691,      3.42258147
