  0.1,     858,      7.42202058
  0.2,    1865,      3.73796759
  0.4,     331,      1.90535229
  0.6,     274,      1.30314358
  0.8,    1205,      1.00038754
  1.0,   22446,      0.85539948
  1.2,   36589,      0.74507338
  1.4,    3762,      0.63716393
  1.6,   21166,      0.59714609
  1.8,   54195,      0.47833603
   10,  135795,      0.60153311
   20,    6151,      1.22204531
   40,     992,      2.26587712
   50,    2850,      2.89126072
  100,    3606,      5.74853698
