dt,middle,middle-error,end,end-error,beginning,beginning-error,side,side-error,PV-middle,PV-middle-error,PV-end,PV-end-error,PV-beginning,PV-beginning-error,PV-side,PV-side-error,dt,exact
0.10 , 0.49862862 , 0.00003494 ,	0.49998026 , 0.00003403 ,	0.49999438 , 0.00003443 ,	0.49997443 , 0.00002537 ,	0.50131812 , 0.00003425 ,	0.50003946 , 0.00003077 ,	0.49998023 , 0.00004353 ,	0.50001852 , 0.00002374 ,					0,0.5
0.20 , 0.49497521 , 0.00003158 ,	0.50002902 , 0.00004359 ,	0.50000157 , 0.00004106 ,	0.49995441 , 0.00002485 ,	0.50500124 , 0.00003366 ,	0.50001695 , 0.00004327 ,	0.49999839 , 0.00003402 ,	0.49996894 , 0.00002760 ,					0.02,0.5
0.30 , 0.48874093 , 0.00003687 ,	0.50001610 , 0.00003549 ,	0.49999242 , 0.00004047 ,	0.50002136 , 0.00002275 ,	0.51156327 , 0.00003310 ,	0.50006406 , 0.00003829 ,	0.49999762 , 0.00004310 ,	0.50003521 , 0.00002262 ,					0.04,0.5
0.40 , 0.47997814 , 0.00003254 ,	0.49996398 , 0.00004064 ,	0.49992990 , 0.00003630 ,	0.50000936 , 0.00003158 ,	0.52082349 , 0.00003751 ,	0.49995355 , 0.00002534 ,	0.49995744 , 0.00004072 ,	0.49999883 , 0.00003822 ,					0.06,0.5
0.50 , 0.46872283 , 0.00003765 ,	0.50000916 , 0.00003103 ,	0.50004143 , 0.00002700 ,	0.49992564 , 0.00004499 ,	0.53334930 , 0.00003303 ,	0.49993721 , 0.00003952 ,	0.50002100 , 0.00004282 ,	0.50001209 , 0.00002809 ,					0.08,0.5
0.60 , 0.45495550 , 0.00003596 ,	0.49992846 , 0.00004304 ,	0.50002755 , 0.00004730 ,	0.49995766 , 0.00004350 ,	0.54943614 , 0.00003700 ,	0.50003916 , 0.00004663 ,	0.50001131 , 0.00005597 ,	0.50004946 , 0.00002882 ,					0.1,0.5
0.70 , 0.43873247 , 0.00004871 ,	0.50002825 , 0.00003760 ,	0.49997676 , 0.00005033 ,	0.49997187 , 0.00003953 ,	0.56973450 , 0.00005860 ,	0.49992058 , 0.00005555 ,	0.50001065 , 0.00004196 ,	0.49988833 , 0.00005484 ,					0.12,0.5
0.80 , 0.41998962 , 0.00004938 ,	0.50002561 , 0.00004681 ,	0.49993188 , 0.00005674 ,	0.49995312 , 0.00004132 ,	0.59519524 , 0.00005213 ,	0.50004396 , 0.00005644 ,	0.49999247 , 0.00002549 ,	0.49997894 , 0.00004122 ,					0.14,0.5
0.90 , 0.39870707 , 0.00003967 ,	0.50003148 , 0.00004065 ,	0.50000828 , 0.00005967 ,	0.49994330 , 0.00004207 ,	0.62683748 , 0.00006919 ,	0.50002383 , 0.00004842 ,	0.50005745 , 0.00005438 ,	0.49999811 , 0.00004261 ,					0.16,0.5
1.00 , 0.37509905 , 0.00004241 ,	0.50003201 , 0.00004691 ,	0.50003453 , 0.00004506 ,	0.50002597 , 0.00005468 ,	0.66665420 , 0.00009166 ,	0.49998001 , 0.00004611 ,	0.49995622 , 0.00004092 ,	0.50000885 , 0.00005740 ,					0.18,0.5
1.20 , 0.32001548 , 0.00004233 ,	0.50002257 , 0.00004954 ,	0.49993634 , 0.00006279 ,	0.49997423 , 0.00004727 ,	0.78114249 , 0.00008234 ,	0.50004701 , 0.00004876 ,	0.49995780 , 0.00003170 ,	0.50008061 , 0.00006231 ,					0.2,0.5
1.50 , 0.21877288 , 0.00003371 ,	0.49990095 , 0.00005081 ,	0.50000635 , 0.00005229 ,	0.50008705 , 0.00005160 ,	1.14287386 , 0.00018374 ,	0.50011130 , 0.00005604 ,	0.50000549 , 0.00005396 ,	0.50006708 , 0.00004972 ,					0.22,0.5
1.80 , 0.09500870 , 0.00002150 ,	0.50012762 , 0.00006265 ,	0.49993029 , 0.00007227 ,	0.49996235 , 0.00006850 ,	2.63063384 , 0.00065318 ,	0.49997397 , 0.00005872 ,	0.50007808 , 0.00005704 ,	0.49998013 , 0.00004976 ,					0.24,0.5
,,,,,,,,,,,,,,,,, 												0.26,0.5
,,,,,,,,,,,,,,,,, 												0.28,0.5
,,,,,,,,,,,,,,,,, 												0.3,0.5
,,,,,,,,,,,,,,,,, 												0.32,0.5
,,,,,,,,,,,,,,,,, 												0.34,0.5
,,,,,,,,,,,,,,,,, 												0.36,0.5
,,,,,,,,,,,,,,,,, 												0.38,0.5
,,,,,,,,,,,,,,,,, 												0.4,0.5
,,,,,,,,,,,,,,,,, 												0.42,0.5
,,,,,,,,,,,,,,,,, 												0.44,0.5
,,,,,,,,,,,,,,,,, 												0.46,0.5
,,,,,,,,,,,,,,,,, 												0.48,0.5
,,,,,,,,,,,,,,,,, 												0.5,0.5
,,,,,,,,,,,,,,,,, 												0.52,0.5
,,,,,,,,,,,,,,,,, 												0.54,0.5
,,,,,,,,,,,,,,,,, 												0.56,0.5
,,,,,,,,,,,,,,,,, 												0.58,0.5
,,,,,,,,,,,,,,,,, 												0.6,0.5
,,,,,,,,,,,,,,,,, 												0.62,0.5
,,,,,,,,,,,,,,,,, 												0.64,0.5
,,,,,,,,,,,,,,,,, 												0.66,0.5
,,,,,,,,,,,,,,,,, 												0.68,0.5
,,,,,,,,,,,,,,,,, 												0.7,0.5
,,,,,,,,,,,,,,,,, 												0.72,0.5
,,,,,,,,,,,,,,,,, 												0.74,0.5
,,,,,,,,,,,,,,,,, 												0.76,0.5
,,,,,,,,,,,,,,,,, 												0.78,0.5
,,,,,,,,,,,,,,,,, 												0.8,0.5
,,,,,,,,,,,,,,,,, 												0.82,0.5
,,,,,,,,,,,,,,,,, 												0.84,0.5
,,,,,,,,,,,,,,,,, 												0.86,0.5
,,,,,,,,,,,,,,,,, 												0.88,0.5
,,,,,,,,,,,,,,,,, 												0.9,0.5
,,,,,,,,,,,,,,,,, 												0.92,0.5
,,,,,,,,,,,,,,,,, 												0.94,0.5
,,,,,,,,,,,,,,,,, 												0.96,0.5
,,,,,,,,,,,,,,,,, 												0.98,0.5
,,,,,,,,,,,,,,,,, 												1,0.5
,,,,,,,,,,,,,,,,, 												1.02,0.5
,,,,,,,,,,,,,,,,, 												1.04,0.5
,,,,,,,,,,,,,,,,, 												1.06,0.5
,,,,,,,,,,,,,,,,, 												1.08,0.5
,,,,,,,,,,,,,,,,, 												1.1,0.5
,,,,,,,,,,,,,,,,, 												1.12,0.5
,,,,,,,,,,,,,,,,, 												1.14,0.5
,,,,,,,,,,,,,,,,, 												1.16,0.5
,,,,,,,,,,,,,,,,, 												1.18,0.5
,,,,,,,,,,,,,,,,, 												1.2,0.5
,,,,,,,,,,,,,,,,, 												1.22,0.5
,,,,,,,,,,,,,,,,, 												1.24,0.5
,,,,,,,,,,,,,,,,, 												1.26,0.5
,,,,,,,,,,,,,,,,, 												1.28,0.5
,,,,,,,,,,,,,,,,, 												1.3,0.5
,,,,,,,,,,,,,,,,, 												1.32,0.5
,,,,,,,,,,,,,,,,, 												1.34,0.5
,,,,,,,,,,,,,,,,, 												1.36,0.5
,,,,,,,,,,,,,,,,, 												1.38,0.5
,,,,,,,,,,,,,,,,, 												1.4,0.5
,,,,,,,,,,,,,,,,, 												1.42,0.5
,,,,,,,,,,,,,,,,, 												1.44,0.5
,,,,,,,,,,,,,,,,, 												1.46,0.5
,,,,,,,,,,,,,,,,, 												1.48,0.5
,,,,,,,,,,,,,,,,, 												1.5,0.5
,,,,,,,,,,,,,,,,, 												1.52,0.5
,,,,,,,,,,,,,,,,, 												1.54,0.5
,,,,,,,,,,,,,,,,, 												1.56,0.5
,,,,,,,,,,,,,,,,, 												1.58,0.5
,,,,,,,,,,,,,,,,, 												1.6,0.5
,,,,,,,,,,,,,,,,, 												1.62,0.5
,,,,,,,,,,,,,,,,, 												1.64,0.5
