0.05,4.0,300,3.01478238,42.75904487,25.36189168
0.05,10,750,1.58076532,98.63271044,51.04244256
0.05,20,1500,1.15465822,182.75075540,92.48854509
0.05,40,2000,1.02728249,303.00746758,152.45083482
0.05,50,2000,1.01069576,332.48106669,165.48264285
0.05,100,2000,0.99401660,379.72140350,188.03591299
0.05,200,2500,0.99888496,398.66628246,199.49105661
0.05,300,4000,0.99937850,406.86071053,203.22963438
0.05,1000,4000,0.99956553,407.60295999,203.30634474
0.05,10000,5000,0.97136588,400.54639303,198.01230298
0.05,0.4,499,13.29272292,21.14109189,29.89750621
0.05,0.6,199,8.81238361,20.81594755,23.10940960
0.05,0.8,199,6.74828236,22.73495456,20.97266213
0.05,1.0,199,5.56407501,25.49104737,20.55742363
0.05,1.2,199,4.75748213,28.60722473,20.86545693
0.05,1.4,199,4.12467154,31.95453056,21.62717353
0.05,1.6,499,3.52890009,35.52070174,22.59231242
0.05,1.8,499,3.26584102,39.39117068,24.15077124
0.05,2.0,499,3.23132769,43.01186990,25.84065286
