log(g),phys-num-0.05,0.05-error,phys-num-0.1,0.1-error,phys-num-0.3,0.3-error,,log(g),unphys-num-0.05,0.05-error,unphys-num-0.1,0.1-error,unphys-num-0.3,0.3-error,
-1 , 9.86732338, 0.09741154,9.97777546, 0.05828615,10.17828825, 0.03572957 ,,-0.39794 , 720.07210639, 103.69873342,241.80057052, 19.10539389,27.58139592, 0.28122378 ,
-0.69897 , 5.11240410, 0.05216739,5.10466361, 0.03338160,5.18306116, 0.01547487 ,,-0.09691 , 343.30167307, 27.79233918,121.48318234, 5.85404822,13.99245546, 0.16924736 ,
-0.39794 , 2.64364744, 0.01573930,2.70304854, 0.01703825,2.75710269, 0.00716142 ,,0.0791812 , 243.39220350, 16.63050778,78.40181441, 3.33429506,9.49535188, 0.07215250 ,
-0.221849 , 1.84818768, 0.00667693,1.87032156, 0.00650256,1.97051833, 0.00584833 ,,0.20412 , 223.74941624, 22.91930902,58.25666177, 2.25085520,7.29133834, 0.05743189 ,
-0.09691 , 1.46762726, 0.00579768,1.49760925, 0.00456357,1.60262860, 0.00294450 ,,0.30103 , 181.51109804, 15.09840136,47.38474812, 1.75736747,5.92222701, 0.04740380 ,
0 , 1.26825747, 0.00386912,1.29804015, 0.00335058,1.40234081, 0.00185949 ,,0.60206 , 103.23121185, 5.93354899,24.76622208, 0.73318679,3.34343221, 0.01229411 ,
0.0791812 , 1.15780256, 0.00322435,1.18137493, 0.00198188,1.28884968, 0.00135845 ,,1 , 42.13816190, 2.62429511,10.92446506, 0.20744504,2.13098256, 0.00696239 ,
0.146128 , 1.08411690, 0.00331176,1.11029732, 0.00225740,1.22038823, 0.00115082 ,,1.30103 , 21.25330574, 0.53606591,6.62989450, 0.09098707,1.96647687, 0.00681908 ,
0.20412 , 1.04907789, 0.00266572,1.07348283, 0.00249551,1.18106878, 0.00143694 ,,1.60206 , 13.02357069, 0.34460276,5.24227885, 0.06582398,1.97085435, 0.00596036 ,
0.255273 , 1.02945875, 0.00326770,1.05253607, 0.00233887,1.15831251, 0.00140493 ,,1.69897 , 11.81457009, 0.28145797,5.22625751, 0.06236713,1.96615060, 0.00671262 ,
0.30103 , 1.02499983, 0.00308571,1.05035150, 0.00242419,1.14935878, 0.00132216 ,,2 , 10.03384422, 0.17671304,5.13435822, 0.05429622,1.96295702, 0.00607694 ,
0.60206 , 1.26846479, 0.00799330,1.28144567, 0.00420306,1.32655082, 0.00255908 ,,2.30103 , 9.77771475, 0.22264101,5.03311879, 0.05927787,1.97051925, 0.00528272 ,
1 , 2.59341748, 0.02617278,2.46583377, 0.01403232,1.82061936, 0.00522843 ,,2.47712 , 9.78562687, 0.19884846,5.13630880, 0.05833600,1.96772128, 0.00583203 ,
1.30103 , 4.88518277, 0.08611417,3.92502071, 0.03914762,1.95111698, 0.00506521 ,,3 , 9.66095974, 0.21083196,5.05999475, 0.04926068,1.97370383, 0.00536715 ,
1.60206 , 7.48184542, 0.11397727,4.97018797, 0.04702888,1.96645473, 0.00761808 ,,4 , 10.08186480, 0.21364081,5.05044327, 0.04479705,1.96366018, 0.00535419 ,
1.69897 , 8.70503306, 0.30792078,4.98805195, 0.04583764,1.95626595, 0.00522944 ,,
2 , 9.81907382, 0.20275746,5.11670228, 0.04943729,1.97689051, 0.00742885 ,,
2.30103 , 9.83696254, 0.20703684,5.15239233, 0.04843789,1.96649055, 0.00774707 ,,
2.47712 , 9.95617961, 0.26551844,5.18458742, 0.05600574,1.96638458, 0.00565835 ,,
3 , 9.93960101, 0.26348545,5.10993110, 0.05600098,1.96532955, 0.00799948 ,,
4 , 10.38467504, 0.34270262,5.04363095, 0.06636832,1.95953101, 0.00552195 ,,
