  0.1,     794,      4.95596583
  0.2,     357,      2.54780560
  0.4,     290,      1.46590733
  0.6,     229,      1.16242637
  0.8,     172,      1.04614212
  1.0,     125,      1.02464754
  1.2,     225,      1.04336376
  1.4,      76,      1.08055712
  1.6,      85,      1.13748045
  1.8,      99,      1.20066577
  2.0,     141,      1.27100537
  4.0,     295,      2.13795867
   10,     775,      5.13123950
   20,    1046,      9.98918596
   40,    1820,     19.52202830
   50,    2164,     24.35505204
  100,    3844,     47.57573254
  0.1,     794,      4.95596583
  0.2,     357,      2.54780560
  0.4,     290,      1.46590733
  0.6,     229,      1.16242637
  0.8,     172,      1.04614212
  1.0,     125,      1.02464754
  1.2,     225,      1.04336376
  1.4,      76,      1.08055712
  1.6,      85,      1.13748045
  1.8,      99,      1.20066577
  2.0,     141,      1.27100537
  4.0,     295,      2.13795867
   10,     775,      5.13123950
   20,    1046,      9.98918596
   40,    1820,     19.52202830
   50,    2164,     24.35505204
  100,    3844,     47.57573254
  0.1,     794,      4.95596583
  0.2,     357,      2.54780560
  0.4,     290,      1.46590733
  0.6,     229,      1.16242637
  0.8,     172,      1.04614212
  1.0,     125,      1.02464754
  1.2,     225,      1.04336376
  1.4,      76,      1.08055712
  1.6,      85,      1.13748045
  1.8,      99,      1.20066577
  2.0,     141,      1.27100537
  4.0,     295,      2.13795867
   10,     775,      5.13123950
   20,    1046,      9.98918596
   40,    1820,     19.52202830
   50,    2164,     24.35505204
  100,    3844,     47.57573254
  0.1,     794,      4.95596583
  0.2,     357,      2.54780560
  0.4,     290,      1.46590733
  0.6,     229,      1.16242637
  0.8,     172,      1.04614212
  1.0,     125,      1.02464754
  1.2,     225,      1.04336376
  1.4,      76,      1.08055712
  1.6,      85,      1.13748045
  1.8,      99,      1.20066577
  2.0,     141,      1.27100537
  4.0,     295,      2.13795867
   10,     775,      5.13123950
   20,    1046,      9.98918596
   40,    1820,     19.52202830
   50,    2164,     24.35505204
  100,    3844,     47.57573254
  0.1,     794,      4.95596583
  0.2,     357,      2.54780560
  0.4,     290,      1.46590733
  0.6,     229,      1.16242637
  0.8,     172,      1.04614212
  1.0,     125,      1.02464754
  1.2,     225,      1.04336376
  1.4,      76,      1.08055712
  1.6,      85,      1.13748045
  1.8,      99,      1.20066577
  2.0,     141,      1.27100537
  4.0,     295,      2.13795867
   10,     775,      5.13123950
   20,    1046,      9.98918596
   40,    1820,     19.52202830
   50,    2164,     24.35505204
  100,    3844,     47.57573254
