  0.1,     263,      7.71952714
  0.2,     121,      3.94259556
  0.4,      59,      2.06466732
  0.6,      64,      1.44348969
  0.8,      58,      1.14116542
  1.0,      76,      0.96680706
  1.2,     112,      0.85085568
  1.4,      48,      0.77683213
  1.6,      39,      0.72264866
  1.8,      56,      0.68173655
  2.0,      40,      0.65319605
  4.0,      57,      0.57655230
   10,     113,      0.64313103
   20,      58,      0.66715424
   40,      86,      0.66992341
   50,      81,      0.66765980
  100,      90,      0.66839114
  200,      89,      0.66852251
  300,     335,      0.66550883
  100,      90,      0.66839114
10000,      61,      0.66846219
  0.1,    1603,      7.62317458
  0.2,   25960,      3.64927291
