0.05,4.0,500,3.03119543,43.09148469,25.52579680
0.05,10,750,1.57988597,99.22548965,51.19004963
0.05,20,3000,1.14072330,187.23735305,94.52716452
0.05,40,2000,1.01612079,311.42603220,156.84866743
0.05,50,4000,1.01364272,346.34965833,175.52121737
0.05,100,3000,1.00787198,393.35648317,197.63442495
0.05,200,2000,0.99647971,381.31981976,191.05723335
0.05,300,3000,0.99971921,396.07709878,196.23216395
0.05,1000,2000,1.00496906,401.41104765,203.78242771
0.05,10000,2000,0.99959265,385.71165614,191.01939724
0.05,0.4,499,13.06141855,20.80432563,29.42365658
0.05,0.6,199,8.77470771,20.83851157,23.13325702
0.05,0.8,199,6.75488527,22.71591828,20.99252263
0.05,1.0,199,5.49508265,25.52254835,20.52063982
0.05,1.2,199,4.73327267,28.60556121,20.86927216
0.05,1.4,199,4.08918600,32.06356702,21.67854058
0.05,1.6,499,3.58668357,35.89597613,22.92702392
0.05,1.8,499,3.34183067,38.95386438,23.87327977
0.05,2.0,499,2.96007110,43.09114587,25.55204398
