0.3,4.0,200,1.10970626,21.18652599,11.47939754
0.3,10,100,1.01186410,12.99380079,7.35452950
0.3,20,100,1.00728347,11.93999987,6.85094349
0.3,40,100,1.00764404,11.81485743,6.77527213
0.3,50,100,1.00499097,11.89625300,6.83850487
0.3,100,100,1.00106657,11.87415519,6.81005404
0.3,200,75,1.00657999,11.84687751,6.81006318
0.3,300,100,1.00347639,11.85626764,6.80400944
0.3,1000,100,1.00629777,11.80951277,6.76629382
0.3,10000,100,1.00698082,11.87322825,6.80100683
0.3,0.1,5000,17.63676225,742.40797768,391.14347458
0.3,0.2,3000,9.00038916,364.56806432,188.88540767
0.3,0.4,1500,4.80548492,185.32297082,97.75581999
0.3,0.6,1000,3.37466296,122.64087948,63.78203496
0.3,0.8,1000,2.66320152,94.44053094,49.46580886
0.3,1.0,500,2.25523382,75.00972919,39.61409098
0.3,1.2,500,1.99093116,62.33959696,32.78018302
0.3,1.4,500,1.77828843,54.47818336,28.78328233
0.3,1.6,500,1.65367436,47.80827147,25.36391201
0.3,1.8,300,1.53414624,42.53941748,22.60825938
0.3,2.0,300,1.44790591,38.75191634,20.68371246
