0.3,4.0,60,1.09778059,6.66550091,4.14815775
0.3,10,75,1.00009869,10.38656834,5.62849621
0.3,20,100,1.00008955,11.34017834,6.05025523
0.3,40,75,1.00201271,11.37221723,6.07450553
0.3,50,100,0.99763973,11.38885537,6.08129153
0.3,100,100,1.00284244,11.32789558,6.03325757
0.3,200,100,0.99893733,11.29564601,6.01303333
0.3,300,100,0.99757695,11.31402929,6.03834560
0.3,1000,100,0.99880094,11.38075348,6.08456824
0.3,10000,100,0.99896685,11.35836222,6.05381048
0.3,0.1,500,17.35608940,17.51902047,34.27751404
0.3,0.2,150,8.85002218,9.14179479,17.30862698
0.3,0.4,75,4.66628050,5.29150071,9.11380349
0.3,0.6,50,3.30738062,4.24127180,6.52589429
0.3,0.8,50,2.62704426,3.86443393,5.29698953
0.3,1.0,50,2.21789484,3.76069433,4.61679414
0.3,1.2,50,1.95176472,3.79397592,4.21327433
0.3,1.4,25,1.76045012,3.90647585,3.96872441
0.3,1.6,50,1.61994436,4.07567903,3.82596105
0.3,1.8,20,1.51552657,4.25705793,3.73808910
0.3,2.0,30,1.43225756,4.45543918,3.69238449
