  0.1,     241,     10.20971628,      0.04772443
  0.2,     124,      5.18311085,      0.01652513
  0.4,      79,      2.75824046,      0.00748332
  0.6,      61,      1.97188861,      0.00376240
  0.8,      45,      1.60569168,      0.00232898
  1.0,      38,      1.40290424,      0.00207577
  1.2,      36,      1.28797287,      0.00143128
  1.4,      56,      1.22289871,      0.00224545
  1.6,      32,      1.18067280,      0.00124917
  1.8,      33,      1.15959198,      0.00130294
  2.0,      35,      1.15126061,      0.00128782
  4.0,      50,      1.32439003,      0.00284833
   10,      84,      1.83766430,      0.00440258
   20,      88,      1.95810578,      0.00636461
   40,      92,      1.96204776,      0.00757392
   50,      81,      1.96368546,      0.00600484
  100,      81,      1.96236725,      0.00595327
  200,      79,      1.96810434,      0.00516457
  300,      79,      1.95431222,      0.00597955
 1000,      83,      1.96132098,      0.00631725
10000,     105,      1.96552875,      0.00697388
