0.05,4.00,0.24950084,0.00003714,0.50022360,0.00002460,0.74972444,0.00005334
0.10,4.00,0.24784425,0.00004655,0.50081801,0.00002503,0.74866226,0.00005769
0.20,4.00,0.24164703,0.00003857,0.50316306,0.00002228,0.74481009,0.00004492
0.30,4.00,0.23158183,0.00003006,0.50657388,0.00002153,0.73815571,0.00004103
0.35,4.00,0.22528706,0.00004089,0.50842647,0.00002603,0.73371353,0.00005745
0.40,4.00,0.21826251,0.00003208,0.51058577,0.00003918,0.72884828,0.00005817
0.45,4.00,0.21062256,0.00003020,0.51272809,0.00004797,0.72335065,0.00004902
0.48,4.00,0.20584120,0.00003594,0.51396186,0.00003877,0.71980306,0.00006775
0.50,4.00,0.20265619,0.00003070,0.51481043,0.00003128,0.71746663,0.00004977
0.52,4.00,0.19933238,0.00002315,0.51563100,0.00003646,0.71496338,0.00004257
0.55,4.00,0.19443057,0.00003178,0.51692852,0.00004095,0.71135909,0.00004964
0.58,4.00,0.18948930,0.00002454,0.51813854,0.00002694,0.70762783,0.00004175
0.60,4.00,0.18628641,0.00002871,0.51896925,0.00004625,0.70525566,0.00006031
0.62,4.00,0.18305135,0.00002410,0.51972449,0.00004079,0.70277584,0.00005362
0.65,4.00,0.17848965,0.00002535,0.52087815,0.00003241,0.69936780,0.00004493
0.68,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.70,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.80,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.90,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.00,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.20,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.50,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.80,4.00,NaN,NaN,NaN,NaN,NaN,NaN
