0.10,4.00,0.25033910,0.00004847,0.49830067,0.00002422,0.74863977,0.00006567
0.20,4.00,0.25177526,0.00004222,0.49391613,0.00002902,0.74569139,0.00005839
0.30,4.00,0.25406829,0.00004114,0.48812501,0.00003174,0.74219330,0.00005174
0.35,4.00,0.25566425,0.00003363,0.48547329,0.00002889,0.74113754,0.00004805
0.40,4.00,0.25781481,0.00004084,0.48339895,0.00003381,0.74121375,0.00004876
0.45,4.00,0.26035006,0.00003424,0.48248835,0.00003016,0.74283841,0.00005043
0.50,4.00,0.26344935,0.00004426,0.48332951,0.00003897,0.74677885,0.00007528
0.55,4.00,0.26704085,0.00005058,0.48644814,0.00003583,0.75348899,0.00007029
0.60,4.00,0.27161623,0.00003694,0.49270438,0.00003580,0.76432061,0.00005913
0.70,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.80,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.90,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.00,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.20,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.50,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.80,4.00,NaN,NaN,NaN,NaN,NaN,NaN
