  0.1,    1609,     66.67736436
  0.2,     877,     33.96301146
  0.4,     517,     17.03713301
  0.6,     396,     11.46952035
  0.8,     285,      8.67529424
  1.0,     242,      6.96025138
  1.2,     226,      5.87009835
  1.4,     216,      5.08199187
  1.6,     151,      4.44968759
  1.8,     206,      4.01490175
  2.0,     136,      3.64247880
  4.0,      97,      2.05617557
   10,      77,      1.30766920
   20,      50,      1.20620424
   40,      70,      1.20333406
   50,     119,      1.20793295
  100,      86,      1.19843686
  200,     181,      1.19380894
  300,      71,      1.20416745
  100,      86,      1.19843686
10000,     145,      1.20419881
  0.1,    1915,     66.87900127
  0.2,    1142,     34.10842812
  0.4,     597,     17.05052520
  0.6,    1056,     11.38198703
  0.8,    2554,      8.55050175
  1.0,     536,      6.96782264
  1.2,    1759,      5.89460712
  1.4,    3576,      5.05256271
  1.6,    4274,      4.51826888
  1.8,    1894,      4.01923482
  2.0,  116687,      3.10599351
