0.3,0.01,2000,165.19218555,165.25138657,330.06956302
0.3,0.02,1000,83.23826127,83.28156520,166.14543823
0.3,0.05,1000,33.84943164,33.95934028,67.27433713
0.3,0.1,300,17.20140006,17.37409531,33.98861695
0.3,0.2,200,8.81786385,9.14269739,17.28498225
0.3,0.4,100,4.67361724,5.32354359,9.14823830
0.3,0.6,50,3.30435662,4.28175887,6.56248761
0.3,0.8,50,2.62192652,3.92399654,5.35305650
0.3,1.0,40,2.21784086,3.83362224,4.68705886
0.3,1.2,100,1.94520160,3.89041437,4.30199814
0.3,1.4,50,1.75882145,4.00828214,4.06707665
0.3,1.6,50,1.62259979,4.17363554,3.93242757
0.3,1.8,20,1.51528070,4.37301327,3.85794588
0.3,2.0,50,1.43576848,4.59848227,3.83975754
0.3,4.0,100,1.10473460,6.95645620,4.43040763
0.3,10,100,1.00674363,10.79999234,6.06129972
0.3,20,150,1.00990762,11.79107618,6.53355736
0.3,40,150,1.00346493,11.80096796,6.53567555
0.3,50,100,1.00857282,11.79028124,6.53095342
0.3,100,200,1.00613175,11.87978016,6.57429311
0.3,200,200,1.00674853,11.79736762,6.52010518
0.3,300,100,1.00872463,11.85036588,6.55148283
0.3,1000,200,1.00533232,11.86383827,6.57684224
0.3,10000,100,1.00543161,11.84145537,6.55868638
