0.1,100, 1.81329339, 7.80896897, 4.64459226, 0.00326624, 0.01613399, 0.01041323, 100, 1.81329339, 7.80896897, 4.64459226, 0.00326624, 0.01613399, 0.01041323
0.12,100, 1.61572521, 6.61190712, 3.98246302, 0.00316705, 0.01930213, 0.01167512, 100, 1.61572521, 6.61190712, 3.98246302, 0.00316705, 0.01930213, 0.01167512
0.14,100, 1.48093284, 5.70065493, 3.50162521, 0.00255634, 0.01272746, 0.00861380, 100, 1.48093284, 5.70065493, 3.50162521, 0.00255634, 0.01272746, 0.00861380
0.16,100, 1.38089705, 5.08219722, 3.15584417, 0.00323747, 0.01185971, 0.00551921, 100, 1.38089705, 5.08219722, 3.15584417, 0.00323747, 0.01185971, 0.00551921
0.18,100, 1.30216897, 4.52515862, 2.85895476, 0.00269695, 0.01023231, 0.00716051, 100, 1.30216897, 4.52515862, 2.85895476, 0.00269695, 0.01023231, 0.00716051
0.2,100, 1.24572716, 4.12889222, 2.64237632, 0.00254435, 0.00986493, 0.00748765, 100, 1.24572716, 4.12889222, 2.64237632, 0.00254435, 0.00986493, 0.00748765
0.22,100, 1.20239550, 3.75703667, 2.45807110, 0.00265404, 0.00963586, 0.00445872, 100, 1.20239550, 3.75703667, 2.45807110, 0.00265404, 0.00963586, 0.00445872
0.24,100, 1.17005589, 3.47858350, 2.31362081, 0.00258174, 0.00889782, 0.00657697, 100, 1.17005589, 3.47858350, 2.31362081, 0.00258174, 0.00889782, 0.00657697
0.26,100, 1.14071369, 3.23868054, 2.19205979, 0.00170228, 0.00798478, 0.00426287, 100, 1.14071369, 3.23868054, 2.19205979, 0.00170228, 0.00798478, 0.00426287
0.28,100, 1.10954362, 3.03191670, 2.07554591, 0.00148871, 0.01067984, 0.00504903, 100, 1.10954362, 3.03191670, 2.07554591, 0.00148871, 0.01067984, 0.00504903
0.3,100, 1.09391327, 2.83519766, 1.97766895, 0.00223803, 0.00800443, 0.00504900, 100, 1.09391327, 2.83519766, 1.97766895, 0.00223803, 0.00800443, 0.00504900
0.32,100, 1.07716699, 2.65676197, 1.88956355, 0.00244923, 0.00628359, 0.00638409, 100, 1.07716699, 2.65676197, 1.88956355, 0.00244923, 0.00628359, 0.00638409
0.34,100, 1.06226583, 2.52563273, 1.82406013, 0.00189793, 0.00682696, 0.00322510, 100, 1.06226583, 2.52563273, 1.82406013, 0.00189793, 0.00682696, 0.00322510
0.36,100, 1.05570021, 2.39247260, 1.76362110, 0.00168992, 0.00532093, 0.00383219, 100, 1.05570021, 2.39247260, 1.76362110, 0.00168992, 0.00532093, 0.00383219
0.38,100, 1.05057213, 2.24756223, 1.69635970, 0.00219975, 0.00620695, 0.00461762, 100, 1.05057213, 2.24756223, 1.69635970, 0.00219975, 0.00620695, 0.00461762
0.4,100, 1.03899947, 2.15392480, 1.64175357, 0.00184309, 0.00646648, 0.00480299, 100, 1.03899947, 2.15392480, 1.64175357, 0.00184309, 0.00646648, 0.00480299
0.42,100, 1.03308401, 2.06110812, 1.59996541, 0.00194752, 0.00523409, 0.00342756, 100, 1.03308401, 2.06110812, 1.59996541, 0.00194752, 0.00523409, 0.00342756
0.44,100, 1.02851543, 1.96520534, 1.55489084, 0.00194687, 0.00383549, 0.00266829, 100, 1.02851543, 1.96520534, 1.55489084, 0.00194687, 0.00383549, 0.00266829
0.46,100, 1.02386505, 1.87769360, 1.50961662, 0.00145305, 0.00485466, 0.00286831, 100, 1.02386505, 1.87769360, 1.50961662, 0.00145305, 0.00485466, 0.00286831
0.48,100, 1.02377898, 1.80977547, 1.47704649, 0.00116477, 0.00406900, 0.00302948, 100, 1.02377898, 1.80977547, 1.47704649, 0.00116477, 0.00406900, 0.00302948
0.5,100, 1.02229355, 1.73189417, 1.43769363, 0.00157723, 0.00337128, 0.00308124, 100, 1.02229355, 1.73189417, 1.43769363, 0.00157723, 0.00337128, 0.00308124
0.52,100, 1.02486720, 1.65678545, 1.40094808, 0.00170165, 0.00374952, 0.00204467, 100, 1.02486720, 1.65678545, 1.40094808, 0.00170165, 0.00374952, 0.00204467
0.54,100, 1.02169005, 1.60022275, 1.36747507, 0.00132436, 0.00353469, 0.00280253, 100, 1.02169005, 1.60022275, 1.36747507, 0.00132436, 0.00353469, 0.00280253
0.56,100, 1.02118830, 1.53704340, 1.32972265, 0.00175963, 0.00370576, 0.00273410, 100, 1.02118830, 1.53704340, 1.32972265, 0.00175963, 0.00370576, 0.00273410
0.58,100, 1.02486756, 1.49255720, 1.30664281, 0.00172628, 0.00428422, 0.00338745, 100, 1.02486756, 1.49255720, 1.30664281, 0.00172628, 0.00428422, 0.00338745
0.6,100, 1.02042586, 1.43423442, 1.26748349, 0.00201512, 0.00383893, 0.00326316, 100, 1.02042586, 1.43423442, 1.26748349, 0.00201512, 0.00383893, 0.00326316
0.62,100, 1.02634822, 1.40231793, 1.24811109, 0.00124717, 0.00376823, 0.00230287, 100, 1.02634822, 1.40231793, 1.24811109, 0.00124717, 0.00376823, 0.00230287
0.64,100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN, 100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN
0.66,100, 1.02367837, 1.31530370, 1.19311674, 0.00166792, 0.00200097, 0.00166595, 100, 1.02367837, 1.31530370, 1.19311674, 0.00166792, 0.00200097, 0.00166595
0.68,100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN, 100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN
0.7,100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN, 100,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN,,   NaN
