0.05 , 0.10802980 , 0.00016778 ,0.10860008 , 0.00024488 ,0.10828483 , 0.00021501 ,0.10827813 , 0.00001349 ,0.10815377 , 0.00020284 ,0.10825030 , 0.00025008 ,0.10817874 , 0.00022894 ,0.10819919 , 0.00001399 ,
0.10 , 0.10803095 , 0.00010100 ,0.10841284 , 0.00012493 ,0.10843162 , 0.00008766 ,0.10837124 , 0.00001127 ,0.10853905 , 0.00011253 ,0.10804202 , 0.00011107 ,0.10794137 , 0.00008163 ,0.10807606 , 0.00001354 ,
0.20 , 0.10743448 , 0.00007132 ,0.10884597 , 0.00005139 ,0.10890387 , 0.00005826 ,0.10874427 , 0.00001182 ,0.10882259 , 0.00006815 ,0.10745182 , 0.00004391 ,0.10753826 , 0.00005791 ,0.10754829 , 0.00001212 ,
0.30 , 0.10654197 , 0.00003620 ,0.10963354 , 0.00004170 ,0.10956431 , 0.00003049 ,0.10942696 , 0.00001377 ,0.10963553 , 0.00003745 ,0.10661059 , 0.00003601 ,0.10659235 , 0.00003666 ,0.10662801 , 0.00001440 ,
0.40 , 0.10520069 , 0.00002094 ,0.11082995 , 0.00003943 ,0.11093335 , 0.00003348 ,0.11046897 , 0.00001501 ,0.11075284 , 0.00002919 ,0.10537389 , 0.00002822 ,0.10539054 , 0.00001929 ,0.10549951 , 0.00001320 ,
0.50 , 0.10358817 , 0.00002379 ,0.11258506 , 0.00003614 ,0.11266645 , 0.00003107 ,0.11203410 , 0.00000976 ,0.11241001 , 0.00003050 ,0.10385434 , 0.00001839 ,0.10389790 , 0.00001715 ,0.10407078 , 0.00001212 ,
0.60 , 0.10173537 , 0.00001837 ,0.11513234 , 0.00003167 ,0.11546925 , 0.00002267 ,0.11450127 , 0.00001470 ,0.11468121 , 0.00002081 ,0.10227370 , 0.00000939 ,0.10236321 , 0.00002097 ,0.10247070 , 0.00000708 ,
0.70 , 0.09961712 , 0.00001712 ,0.11878232 , 0.00002425 ,0.11988948 , 0.00003055 ,0.11857635 , 0.00001552 ,0.11774496 , 0.00003167 ,0.10071284 , 0.00001748 ,0.10093544 , 0.00001339 ,0.10091771 , 0.00001312 ,
0.80 , 0.09753496 , 0.00001217 ,0.12416941 , 0.00003277 ,0.12732672 , 0.00003836 ,NaN , NaN ,0.12205673 , 0.00003170 ,0.09926117 , 0.00001188 ,0.10005480 , 0.00002009 ,0.09958457 , 0.00001071 ,
0.90 , 0.09566919 , 0.00001188 ,0.13187054 , 0.00003571 ,0.14021490 , 0.00004710 ,NaN , NaN ,NaN , NaN ,0.09812539 , 0.00001701 ,0.10054756 , 0.00001697 ,0.09888467 , 0.00001313 ,
1.00 , 0.09451631 , 0.00001633 ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,0.09752290 , 0.00001288 ,0.10435297 , 0.00002440 ,NaN , NaN ,
1.20 , 0.09911226 , 0.00003329 ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
1.50 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
1.80 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
