0.05 , 0.08835927 , 0.00001573 ,0.08841472 , 0.00000886 ,0.08840607 , 0.00001400 ,0.08838430 , 0.00001166 ,0.08840645 , 0.00001334 ,0.08838694 , 0.00001403 ,0.08838985 , 0.00000965 ,0.08838741 , 0.00000884 ,
0.10 , 0.08822007 , 0.00001104 ,0.08838064 , 0.00001119 ,0.08839664 , 0.00001158 ,0.08839597 , 0.00001061 ,0.08854408 , 0.00001269 ,0.08841685 , 0.00001248 ,0.08839632 , 0.00000938 ,0.08837943 , 0.00000857 ,
0.20 , 0.08774682 , 0.00001766 ,0.08840100 , 0.00001121 ,0.08837683 , 0.00001158 ,0.08841610 , 0.00000939 ,0.08904980 , 0.00001086 ,0.08837487 , 0.00001039 ,0.08838772 , 0.00001545 ,0.08838632 , 0.00000823 ,
0.30 , 0.08698272 , 0.00001945 ,0.08843159 , 0.00001407 ,0.08844030 , 0.00001242 ,0.08847571 , 0.00000901 ,0.08991144 , 0.00001640 ,0.08838204 , 0.00001310 ,0.08836385 , 0.00000987 ,0.08833401 , 0.00000928 ,
0.40 , 0.08591509 , 0.00001141 ,0.08847214 , 0.00001488 ,0.08868028 , 0.00000790 ,0.08858214 , 0.00001118 ,0.09120364 , 0.00001220 ,0.08836238 , 0.00001289 ,0.08830681 , 0.00001155 ,0.08832721 , 0.00001089 ,
0.50 , 0.08457056 , 0.00001520 ,0.08857043 , 0.00001255 ,0.08914693 , 0.00001260 ,0.08873757 , 0.00000889 ,0.09307316 , 0.00001463 ,0.08831050 , 0.00001138 ,0.08815052 , 0.00001185 ,0.08828597 , 0.00001018 ,
0.60 , 0.08304761 , 0.00001219 ,0.08876990 , 0.00001406 ,0.09013837 , 0.00001590 ,0.08906144 , 0.00000825 ,0.09574088 , 0.00001539 ,0.08830576 , 0.00000899 ,0.08795329 , 0.00001520 ,0.08824799 , 0.00000783 ,
0.70 , 0.08124216 , 0.00001164 ,0.08905227 , 0.00001201 ,0.09204597 , 0.00001811 ,0.08972221 , 0.00001178 ,0.09949279 , 0.00002560 ,0.08835840 , 0.00001254 ,0.08782611 , 0.00001289 ,0.08833408 , 0.00001211 ,
0.80 , 0.07937330 , 0.00000632 ,0.08950722 , 0.00001728 ,0.09552161 , 0.00002388 ,NaN , NaN ,0.10484539 , 0.00002606 ,0.08846618 , 0.00001042 ,0.08813723 , 0.00001612 ,0.08864419 , 0.00001020 ,
0.90 , 0.07740965 , 0.00001341 ,0.09025024 , 0.00001356 ,0.10194350 , 0.00002526 ,NaN , NaN ,NaN , NaN ,0.08873049 , 0.00001597 ,0.08976323 , 0.00001560 ,0.08949164 , 0.00001294 ,
1.00 , 0.07552717 , 0.00001222 ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,0.08924521 , 0.00001232 ,0.09481327 , 0.00002622 ,NaN , NaN ,
1.20 , 0.07437627 , 0.00002445 ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
1.50 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
1.80 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
