0.10,1.00,0.50212741,0.00097130,0.49997999,0.00005446,1.00210740,0.00097749
0.20,1.01,0.50552494,0.00052355,0.49999748,0.00005508,1.00552242,0.00051645
0.30,1.03,0.51212048,0.00032619,0.49999895,0.00004898,1.01211944,0.00031374
0.40,1.06,0.52094573,0.00028488,0.49992811,0.00005717,1.02087385,0.00030659
0.50,1.09,0.53343725,0.00021097,0.49999964,0.00004699,1.03343688,0.00022863
0.60,1.14,0.54942668,0.00015125,0.49991532,0.00005075,1.04934200,0.00016335
0.70,1.20,0.57001409,0.00012375,0.50006573,0.00005808,1.07007983,0.00016028
0.80,1.29,0.59511811,0.00010419,0.50003637,0.00004869,1.09515447,0.00012257
0.90,1.41,0.62699671,0.00009750,0.49996918,0.00006165,1.12696588,0.00013626
1.00,1.57,0.66655646,0.00006691,0.49998510,0.00005244,1.16654156,0.00010857
1.20,2.18,0.78125019,0.00007743,0.50005140,0.00003511,1.28130159,0.00010992
1.50,2.78,1.14270708,0.00012891,0.49993275,0.00005303,1.64263983,0.00018100
1.80,0.66,2.63060836,0.00059241,0.49991572,0.00007387,3.13052407,0.00062925
