0.05,4.00,0.25067980,0.00032400,0.49996934,0.00002395,0.75064913,0.00032841
0.10,4.00,0.25135912,0.00018733,0.50004047,0.00003611,0.75139959,0.00019139
0.20,4.00,0.25534846,0.00008198,0.50000165,0.00003046,0.75535011,0.00008853
0.30,4.00,0.26272742,0.00007276,0.50048641,0.00002766,0.76321383,0.00008541
0.35,4.00,0.26820975,0.00008113,0.50137661,0.00003195,0.76958635,0.00009341
0.40,4.00,0.27526409,0.00006351,0.50347992,0.00002397,0.77874401,0.00007420
0.45,4.00,0.28435662,0.00005520,0.50804439,0.00004327,0.79240100,0.00007778
0.48,4.00,0.29106510,0.00004191,0.51297796,0.00003467,0.80404306,0.00006219
0.50,4.00,0.29637723,0.00004344,0.51769936,0.00003694,0.81407658,0.00006276
0.52,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.55,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.60,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.62,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.65,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.70,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.80,4.00,NaN,NaN,NaN,NaN,NaN,NaN
0.90,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.00,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.20,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.50,4.00,NaN,NaN,NaN,NaN,NaN,NaN
1.80,4.00,NaN,NaN,NaN,NaN,NaN,NaN
