log(g),phys-num-0.05,0.05-error,phys-num-0.1,0.1-error,phys-num-0.3,0.3-error,,log(g),unphys-num-0.05,0.05-error,unphys-num-0.1,0.1-error,unphys-num-0.3,0.3-error,
-1 , 5.10968630, 0.06388907,5.13807578, 0.03987227,5.19306740, 0.03093100 ,,-0.39794 , 1542.51985175, 158.79644779,537.87896083, 48.49149602,52.91796893, 0.53608002 ,
-0.69897 , 2.61128699, 0.02636240,2.64582234, 0.01136902,2.74341566, 0.00934149 ,,-0.09691 , 857.54550524, 44.73531823,247.24055145, 12.57097952,26.60748402, 0.24045969 ,
-0.39794 , 1.48326192, 0.00966673,1.49562816, 0.00580252,1.59207411, 0.00467476 ,,0.0791812 , 610.29152854, 55.16173660,166.57725291, 4.44894867,17.97609507, 0.14970311 ,
-0.221849 , 1.15319594, 0.00513773,1.17419770, 0.00268784,1.26750229, 0.00166595 ,,0.20412 , 416.69957576, 23.94845555,125.36397507, 3.77612499,13.69295188, 0.10248469 ,
-0.09691 , 1.04543645, 0.00458949,1.06971516, 0.00224867,1.15572812, 0.00205098 ,,0.30103 , 323.05623373, 17.09879428,100.44616930, 2.24625104,11.08083509, 0.05789087 ,
0 , 1.02066936, 0.00236893,1.04967495, 0.00190593,1.12433737, 0.00102051 ,,0.60206 , 209.49162791, 11.33535982,50.99534797, 0.74046320,6.19482785, 0.02309105 ,
0.0791812 , 1.03962188, 0.00393220,1.06785338, 0.00340158,1.13642403, 0.00143798 ,,1 , 79.23088026, 1.68510039,21.75307599, 0.27849352,3.71237968, 0.01035281 ,
0.146128 , 1.08463238, 0.00379576,1.10895788, 0.00230494,1.17163492, 0.00110734 ,,1.30103 , 42.50216261, 1.32216579,13.04512355, 0.14473191,3.42268794, 0.01068746 ,
0.20412 , 1.12266802, 0.00638634,1.15624962, 0.00187877,1.21877215, 0.00118840 ,,1.60206 , 25.93181482, 0.28827195,10.43081048, 0.09333249,3.41364516, 0.01067692 ,
0.255273 , 1.20430829, 0.00406288,1.21956434, 0.00231654,1.27495844, 0.00144094 ,,1.69897 , 23.34889415, 0.42330198,10.15860676, 0.06999133,3.39485525, 0.00794363 ,
0.30103 , 1.27152519, 0.00418877,1.28844089, 0.00224796,1.33360291, 0.00181429 ,,2 , 19.86837181, 0.31763758,9.97573309, 0.07935555,3.39073509, 0.00970284 ,
0.60206 , 2.16670097, 0.01225882,2.12587987, 0.00687827,1.99743188, 0.00392525 ,,2.30103 , 19.37014274, 0.29858647,9.99127040, 0.06905617,3.40576917, 0.00981593 ,
1 , 4.95377813, 0.04538815,4.67482954, 0.03327902,3.11934812, 0.00824109 ,,2.47712 , 20.05183436, 0.34268898,9.92821363, 0.07702683,3.40968956, 0.01009457 ,
1.30103 , 9.33442576, 0.13270918,7.63593876, 0.05378000,3.38604425, 0.00898731 ,,3 , 19.71378420, 0.35734551,10.05976551, 0.07851429,3.40698984, 0.00985569 ,
1.60206 , 15.30363377, 0.22882844,9.66600740, 0.07513623,3.40029588, 0.01185930 ,,4 , 19.33944207, 0.27784292,10.01062169, 0.07558571,3.38448392, 0.00879756 ,
1.69897 , 16.63578913, 0.23634490,9.85336582, 0.09005713,3.40645487, 0.00712824 ,,
2 , 19.69671186, 0.32818046,10.13344935, 0.06857759,3.41261680, 0.00933164 ,,
2.30103 , 19.44653349, 0.38929993,10.16202983, 0.06560798,3.40383452, 0.00902044 ,,
2.47712 , 20.54348588, 0.36969551,9.93411251, 0.07274603,3.40984234, 0.01010140 ,,
3 , 20.13317464, 0.44759815,9.89986588, 0.08382406,3.41595239, 0.01056424 ,,
4 , 20.01907159, 0.30249346,10.13094056, 0.07288171,3.41695950, 0.01275280 ,,
