0.10,1.20,0.24793247,0.00003642,0.50091698,0.00005049,0.74884945,0.00008150
0.20,1.20,0.24159476,0.00003339,0.50363586,0.00005875,0.74523062,0.00008892
0.30,1.20,0.23099598,0.00003054,0.50836368,0.00004934,0.73935966,0.00007470
0.35,1.20,0.22410657,0.00003286,0.51198469,0.00004798,0.73609126,0.00007636
0.40,1.20,0.21611996,0.00002409,0.51676160,0.00003821,0.73288157,0.00006009
0.50,1.20,NaN,NaN,NaN,NaN,NaN,NaN
0.60,1.20,NaN,NaN,NaN,NaN,NaN,NaN
0.70,1.20,NaN,NaN,NaN,NaN,NaN,NaN
0.80,1.20,NaN,NaN,NaN,NaN,NaN,NaN
0.90,1.20,NaN,NaN,NaN,NaN,NaN,NaN
1.00,1.20,NaN,NaN,NaN,NaN,NaN,NaN
1.20,1.20,NaN,NaN,NaN,NaN,NaN,NaN
1.50,1.20,NaN,NaN,NaN,NaN,NaN,NaN
1.80,1.20,NaN,NaN,NaN,NaN,NaN,NaN
