0.05 , 0.70619047 , 0.00007986 ,0.70730498 , 0.00006472 ,0.70703209 , 0.00007100 ,0.70707994 , 0.00004847 ,0.70808467 , 0.00008113 ,0.70729329 , 0.00010037 ,0.70702407 , 0.00007977 ,0.70712024 , 0.00006658 ,
0.10 , 0.70360553 , 0.00007378 ,0.70723481 , 0.00006157 ,0.70722749 , 0.00008417 ,0.70724764 , 0.00005722 ,0.71071515 , 0.00005983 ,0.70709252 , 0.00006370 ,0.70716487 , 0.00008298 ,0.70699224 , 0.00005703 ,
0.20 , 0.69293458 , 0.00007204 ,0.70756962 , 0.00006978 ,0.70804922 , 0.00007501 ,0.70801377 , 0.00005223 ,0.72273522 , 0.00004771 ,0.70691583 , 0.00006804 ,0.70663670 , 0.00009135 ,0.70686750 , 0.00005459 ,
0.30 , 0.67615089 , 0.00006217 ,0.70867894 , 0.00008672 ,0.71334994 , 0.00007276 ,0.71002150 , 0.00006279 ,0.74548505 , 0.00009064 ,0.70656794 , 0.00008613 ,0.70507760 , 0.00006272 ,0.70637971 , 0.00007059 ,
0.40 , 0.65402490 , 0.00009969 ,0.71169362 , 0.00008459 ,0.73145784 , 0.00009116 ,0.71565644 , 0.00005642 ,0.78675193 , 0.00011796 ,0.70668074 , 0.00006960 ,0.70275280 , 0.00006715 ,0.70636697 , 0.00007916 ,
0.50 , 0.62842156 , 0.00009652 ,0.71790927 , 0.00009013 ,0.78217734 , 0.00010508 ,NaN , NaN ,0.86266230 , 0.00014756 ,0.70825848 , 0.00008519 ,0.70838817 , 0.00006575 ,0.71112298 , 0.00007462 ,
0.60 , 0.60288717 , 0.00010079 ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,0.71439597 , 0.00005807 ,0.76520996 , 0.00012123 ,NaN , NaN ,
0.70 , 0.59222821 , 0.00014972 ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,0.73203468 , 0.00009851 ,1.01835457 , 0.00076848 ,NaN , NaN ,
0.80 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
0.90 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
1.00 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
1.20 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
1.50 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
1.80 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
