0.05 , 0.50004660 , 0.00115727 ,0.50159690 , 0.00115715 ,0.50129483 , 0.00112331 ,0.50116308 , 0.00005737 ,0.49831379 , 0.00137473 ,0.49703342 , 0.00162821 ,0.49792001 , 0.00110577 ,0.49827251 , 0.00006619 ,
0.10 , 0.50031421 , 0.00085384 ,0.50462021 , 0.00064237 ,0.50513692 , 0.00061489 ,0.50523631 , 0.00006854 ,0.49827387 , 0.00055321 ,0.49298990 , 0.00056069 ,0.49278353 , 0.00067251 ,0.49268766 , 0.00004514 ,
0.20 , 0.50002151 , 0.00038312 ,0.52489462 , 0.00027467 ,0.52393059 , 0.00027321 ,0.52182332 , 0.00007922 ,0.49185184 , 0.00028802 ,0.46973907 , 0.00020172 ,0.46986304 , 0.00025607 ,0.47104695 , 0.00007197 ,
0.30 , 0.50059249 , 0.00027212 ,0.56158671 , 0.00028449 ,0.56138326 , 0.00021673 ,0.55531465 , 0.00008405 ,0.48025207 , 0.00018630 ,0.43370371 , 0.00016746 ,0.43374959 , 0.00014784 ,0.43569354 , 0.00004415 ,
0.40 , 0.50022385 , 0.00016568 ,0.62430347 , 0.00018737 ,0.62436367 , 0.00021148 ,0.62008634 , 0.00010209 ,0.46284225 , 0.00017743 ,0.38767176 , 0.00009685 ,0.38771732 , 0.00009123 ,0.38795615 , 0.00003435 ,
0.50 , 0.50188038 , 0.00013664 ,0.72375944 , 0.00018733 ,0.72404205 , 0.00021111 ,NaN , NaN ,0.43715209 , 0.00013176 ,0.33917953 , 0.00005170 ,0.33924730 , 0.00005065 ,0.33552810 , 0.00003042 ,
0.60 , 0.50814721 , 0.00013305 ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,0.30095337 , 0.00003517 ,0.30088806 , 0.00004251 ,NaN , NaN ,
0.70 , 0.52911879 , 0.00010457 ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,0.29201645 , 0.00009947 ,0.29233358 , 0.00011911 ,NaN , NaN ,
0.80 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
0.90 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
1.00 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
1.20 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
1.50 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
1.80 , NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,NaN , NaN ,
