dt,middle,middle-error,end,end-error,beginning,beginning-error,side,side-error,PV-middle,PV-middle-error,PV-end,PV-end-error,PV-beginning,PV-beginning-error,PV-side,PV-side-error,dt,exact
0.10 , 0.49945179 , 0.00103464 ,	0.50061516 , 0.00100660 ,	0.50076437 , 0.00111118 ,	0.50129175 , 0.00007179 ,	0.50050766 , 0.00089953 ,	0.49864884 , 0.00085775 ,	0.50036193 , 0.00120358 ,	0.49869609 , 0.00006207 ,					0,0.5
0.20 , 0.50024143 , 0.00041850 ,	0.50535483 , 0.00043708 ,	0.50606064 , 0.00044106 ,	0.50507543 , 0.00006783 ,	0.50028440 , 0.00047271 ,	0.49486027 , 0.00038438 ,	0.49552598 , 0.00054684 ,	0.49500139 , 0.00006515 ,					0.02,0.5
0.30 , 0.50011257 , 0.00025050 ,	0.51084769 , 0.00032899 ,	0.51137256 , 0.00031749 ,	0.51156030 , 0.00006970 ,	0.49970405 , 0.00034208 ,	0.48871720 , 0.00029262 ,	0.48886740 , 0.00030013 ,	0.48861245 , 0.00008271 ,					0.04,0.5
0.40 , 0.50009326 , 0.00033194 ,	0.52092270 , 0.00024695 ,	0.52029625 , 0.00030995 ,	0.52078419 , 0.00005657 ,	0.50011045 , 0.00021612 ,	0.48009905 , 0.00026577 ,	0.48004193 , 0.00027725 ,	0.48005540 , 0.00007172 ,					0.06,0.5
0.50 , 0.49981424 , 0.00015915 ,	0.53322863 , 0.00020672 ,	0.53340908 , 0.00022948 ,	0.53332973 , 0.00006738 ,	0.50015297 , 0.00020926 ,	0.46884292 , 0.00018347 ,	0.46850638 , 0.00015967 ,	0.46868595 , 0.00007835 ,					0.08,0.5
0.60 , 0.50007986 , 0.00016934 ,	0.54913304 , 0.00017127 ,	0.54931034 , 0.00021409 ,	0.54948043 , 0.00006394 ,	0.49989968 , 0.00014098 ,	0.45536393 , 0.00012215 ,	0.45490141 , 0.00020664 ,	0.45510207 , 0.00005313 ,					0.1,0.5
0.70 , 0.49987384 , 0.00015896 ,	0.56971542 , 0.00010477 ,	0.56981286 , 0.00011482 ,	0.56976746 , 0.00008198 ,	0.49976226 , 0.00014118 ,	0.43876692 , 0.00014910 ,	0.43878515 , 0.00012178 ,	0.43881934 , 0.00006166 ,					0.12,0.5
0.80 , 0.50002413 , 0.00014435 ,	0.59523630 , 0.00014831 ,	0.59514947 , 0.00013886 ,	0.59529009 , 0.00007315 ,	0.50018297 , 0.00014477 ,	0.41998264 , 0.00007779 ,	0.42011186 , 0.00008593 ,	0.41998733 , 0.00004471 ,					0.14,0.5
0.90 , 0.50003387 , 0.00012047 ,	0.62713362 , 0.00008369 ,	0.62714287 , 0.00009738 ,	0.62696231 , 0.00009345 ,	0.49998119 , 0.00011526 ,	0.39862462 , 0.00006324 ,	0.39870132 , 0.00011164 ,	0.39875996 , 0.00006367 ,					0.16,0.5
1.00 , 0.49990515 , 0.00010760 ,	0.66672114 , 0.00011842 ,	0.66667803 , 0.00011391 ,	0.66668717 , 0.00008707 ,	0.49988522 , 0.00011321 ,	0.37495424 , 0.00004685 ,	0.37499098 , 0.00004318 ,	0.37500835 , 0.00003909 ,					0.18,0.5
1.20 , 0.49995087 , 0.00008899 ,	0.78126976 , 0.00008316 ,	0.78118884 , 0.00009490 ,	0.78116735 , 0.00009653 ,	0.49997251 , 0.00006168 ,	0.31999156 , 0.00005819 ,	0.31997006 , 0.00003389 ,	0.32001001 , 0.00002857 ,					0.2,0.5
1.50 , 0.49995645 , 0.00008044 ,	1.14296819 , 0.00014476 ,	1.14284223 , 0.00014099 ,	1.14298690 , 0.00012859 ,	0.49999674 , 0.00006724 ,	0.21870075 , 0.00003155 ,	0.21876947 , 0.00002980 ,	0.21876720 , 0.00002292 ,					0.22,0.5
1.80 , 0.50000534 , 0.00006609 ,	2.63231970 , 0.00055431 ,	2.63143613 , 0.00062431 ,	2.63126891 , 0.00059221 ,	0.49992656 , 0.00010981 ,	0.09498956 , 0.00001957 ,	0.09499991 , 0.00002218 ,	0.09500582 , 0.00001816 ,					0.24,0.5
,,,,,,,,,,,,,,,,, 												0.26,0.5
