0.3,0.01,25000,184.22356255,6423.81090430,3572.30736813
0.3,0.02,20000,82.97975090,3614.53126709,2004.56014200
0.3,0.05,7000,33.75250648,1332.65622110,722.46197940
0.3,0.1,5000,17.04394737,717.67519079,396.60282203
0.3,0.2,2000,8.76780633,346.14758928,188.12009619
0.3,0.4,1000,4.64416856,175.24122732,95.78293801
0.3,0.6,1000,3.27346609,119.65173249,65.90117888
0.3,0.8,500,2.63145802,87.80360914,48.12158768
0.3,1.0,1000,2.19118260,71.50481739,39.40911691
0.3,1.2,500,1.94270971,60.31093558,33.44312637
0.3,1.4,500,1.76323465,50.99866855,28.02653432
0.3,1.6,500,1.62708609,45.74792840,25.23434018
0.3,1.8,300,1.51825287,40.91126260,22.66903602
0.3,2.0,300,1.42843941,37.00195694,20.51380709
0.3,4.0,200,1.10311449,20.40230952,11.56014731
0.3,10,100,1.00361004,12.38857658,7.32880928
0.3,20,100,1.00032573,11.43123926,6.83734082
0.3,40,100,1.00033416,11.35554631,6.80294967
0.3,50,75,0.99993947,11.29808335,6.75935585
0.3,100,100,1.00318912,11.38748532,6.81553852
0.3,200,100,0.99877454,11.36459990,6.80198582
0.3,300,100,0.99873000,11.32372426,6.77567167
0.3,1000,100,0.99854339,11.39115838,6.81475866
0.3,10000,100,0.99854427,11.38709088,6.80587447
