  0.1,   14679,    560.43951717
  0.2,    8791,    281.86865021
  0.4,    6077,    154.09899867
  0.6,    5079,    107.16845512
  0.8,    4103,     81.06645942
  1.0,    3565,     65.81799235
  1.2,    3218,     54.39337318
  1.4,    2619,     46.11932250
  1.6,    2307,     40.84420354
  1.8,    2027,     35.91206996
  2.0,    1961,     32.88070756
  4.0,    1096,     16.77251516
   10,     538,      7.22188239
   20,     448,      4.43813668
   40,     287,      3.51140249
   50,     269,      3.41270866
  100,     303,      3.36701666
  200,     317,      3.41156076
  300,     299,      3.35882064
  100,     303,      3.36701666
10000,     276,      3.34187239
  0.1,   39113,    657.65395117
  0.2,   19031,    304.53133061
  0.4,   10458,    160.63624681
  0.6,    8155,    109.85070549
  0.8,   12499,     86.56776959
  1.0,    4883,     66.56125045
  1.2,    4940,     55.37017744
  1.4,    6276,     47.51486767
  1.6,    4721,     41.74356701
  1.8,    3461,     36.64124435
  2.0,    3198,     33.21037679
  4.0,    1628,     16.84315929
   10,     685,      7.22296347
   20,     979,      4.40703718
   40,    1325,      3.49236757
   50,    2515,      3.44216775
  100,    1164,      3.40482970
  200,    1903,      3.46834428
  300,    2147,      3.38884281
  100,    1164,      3.40482970
10000,     937,      3.37689005
